protraits_taxID;protraits_genus;protraits_species;protraits_strain;protraits_speciesStrain;protraits_misclassified;protraits_gram;protraits_substrate;protraits_source
859653;alpha;alpha proteobacterium ;HIMB5;alpha proteobacterium HIMB5;no;negative;;
744985;alpha;alpha proteobacterium ;HIMB59;alpha proteobacterium HIMB59;no;negative;;
1220535;alpha;alpha proteobacterium ;IMCC14465;alpha proteobacterium IMCC14465;no;negative;;
1234595;alpha;alpha proteobacterium ;JLT2015;alpha proteobacterium JLT2015;no;negative;;
1282876;alpha;alpha proteobacterium ;Mf 1.05b.01;alpha proteobacterium Mf 1.05b.01;no;negative;;
1397666;alpha;alpha proteobacterium ;RS24;alpha proteobacterium RS24;no;negative;;
28108;Alteromonas;Alteromonas macleodii;;Alteromonas macleodii;no;negative;alkalinePhosphatase|esteraseLipaseC8|catalase;freeLiving
715451;Alteromonas;Alteromonas sp. ;SN2;Alteromonas sp. SN2;no;negative;esteraseLipaseC8|catalase;freeLiving
1047013;Aminicenantes;Aminicenantes bacterium ;SCGC AAA252-A02;Aminicenantes bacterium SCGC AAA252-A02;no;negative;;
81468;Aminobacterium;Aminobacterium colombiense;;Aminobacterium colombiense;no;negative;;
81412;Aminomonas;Aminomonas paucivorans;;Aminomonas paucivorans;no;negative;;
42838;Ammonifex;Ammonifex degensii;;Ammonifex degensii;no;;;freeLiving
173041;Amphibacillus;Amphibacillus fermentum;;Amphibacillus fermentum;no;;;freeLiving
1449;Amphibacillus;Amphibacillus xylanus;;Amphibacillus xylanus;no;positive;fructose|dextrin|glucose;freeLiving
452627;Amphritea;Amphritea japonica;;Amphritea japonica;no;negative;esteraseLipaseC8;freeLiving
76020;Amycolatopsis;Amycolatopsis alba;;Amycolatopsis alba;no;positive;;freeLiving
36819;Amycolatopsis;Amycolatopsis azurea;;Amycolatopsis azurea;no;positive;;
208443;Amycolatopsis;Amycolatopsis balhimycina;;Amycolatopsis balhimycina;no;positive;l-arabinose;freeLiving
346045;Amycolatopsis;Amycolatopsis benzoatilytica;;Amycolatopsis benzoatilytica;no;positive;;freeLiving
33910;Amycolatopsis;Amycolatopsis mediterranei;;Amycolatopsis mediterranei;no;positive;l-arabinose;freeLiving
381445;Amycolatopsis;Amycolatopsis nigrescens;;Amycolatopsis nigrescens;no;positive;;
31958;Amycolatopsis;Amycolatopsis orientalis;;Amycolatopsis orientalis;no;positive;l-arabinose;freeLiving
84480;Amycolatopsis;Amycolatopsis thermoflava;;Amycolatopsis thermoflava;no;positive;l-arabinose;freeLiving
639313;Amycolicicoccus;Amycolicicoccus subflavus;;Amycolicicoccus subflavus;no;positive;;freeLiving
1165;Anabaena;Anabaena cylindrica;;Anabaena cylindrica;no;negative;;freeLiving
46234;Anabaena;Anabaena sp. ;90;Anabaena sp. 90;no;negative;;freeLiving
1172;Anabaena;Anabaena variabilis;;Anabaena variabilis;no;negative;;freeLiving
97477;Anaerobaculum;Anaerobaculum mobile;;Anaerobaculum mobile;no;negative;;freeLiving
33029;Anaerococcus;Anaerococcus hydrogenalis;;Anaerococcus hydrogenalis;no;;;host
33034;Anaerococcus;Anaerococcus prevotii;;Anaerococcus prevotii;no;;;host
33037;Anaerococcus;Anaerococcus vaginalis;;Anaerococcus vaginalis;no;;;host
214853;Anaerofustis;Anaerofustis stercorihominis;;Anaerofustis stercorihominis;no;;;
167964;Anaerolinea;Anaerolinea thermophila;;Anaerolinea thermophila;no;negative;esteraseLipaseC8;freeLiving
161493;Anaeromyxobacter;Anaeromyxobacter dehalogenans;;Anaeromyxobacter dehalogenans;no;negative;;freeLiving|terrestrial
404589;Anaeromyxobacter;Anaeromyxobacter sp. ;Fw109-5;Anaeromyxobacter sp. Fw109-5;no;negative;;freeLiving
447217;Anaeromyxobacter;Anaeromyxobacter sp. ;K;Anaeromyxobacter sp. K;no;negative;;freeLiving|terrestrial|sediment
105841;Anaerostipes;Anaerostipes caccae;;Anaerostipes caccae;no;;;digestiveSystem|host|fecal
665937;Anaerostipes;Anaerostipes sp. ;3_2_56FAA;Anaerostipes sp. 3_2_56FAA;no;;;digestiveSystem|host|fecal
169435;Anaerotruncus;Anaerotruncus colihominis;;Anaerotruncus colihominis;no;;;
769;Anaplasma;Anaplasma centrale;;Anaplasma centrale;no;negative;;host|blood
770;Anaplasma;Anaplasma marginale;;Anaplasma marginale;no;negative;;host
948;Anaplasma;Anaplasma phagocytophilum;;Anaplasma phagocytophilum;no;negative;;host
33934;Anoxybacillus;Anoxybacillus flavithermus;;Anoxybacillus flavithermus;no;positive;esteraseLipaseC8|dextrin|α-ketoglutaricAcid|glucose;freeLiving
196180;Anoxybacillus;Anoxybacillus kamchatkensis;;Anoxybacillus kamchatkensis;no;positive;α-ketoglutaricAcid|glucose;
690871;Anoxybacillus;Anoxybacillus sp. ;DT3-1;Anoxybacillus sp. DT3-1;no;positive;esteraseLipaseC8|α-ketoglutaricAcid|glucose;
190;Aquaspirillum;Aquaspirillum serpens;;Aquaspirillum serpens;no;;;
63363;Aquifex;Aquifex aeolicus;;Aquifex aeolicus;no;negative;;freeLiving|single
1087449;Aquimarina;Aquimarina agarilytica;;Aquimarina agarilytica;no;negative;;
987;Aquimarina;Aquimarina latercula;;Aquimarina latercula;no;negative;esteraseLipaseC8;
28264;Arcanobacterium;Arcanobacterium haemolyticum;;Arcanobacterium haemolyticum;no;positive;;host
2234;Archaeoglobus;Archaeoglobus fulgidus;;Archaeoglobus fulgidus;no;negative;;hydrothermalVent|freeLiving
84156;Archaeoglobus;Archaeoglobus profundus;;Archaeoglobus profundus;no;;;freeLiving
1316941;Archaeoglobus;Archaeoglobus sulfaticallidus;;Archaeoglobus sulfaticallidus;no;;;
58290;Archaeoglobus;Archaeoglobus veneficus;;Archaeoglobus veneficus;no;;;freeLiving
28197;Arcobacter;Arcobacter butzleri;;Arcobacter butzleri;no;negative;;
28199;Arcobacter;Arcobacter nitrofigilis;;Arcobacter nitrofigilis;no;negative;;freeLiving
944547;Arcobacter;Arcobacter sp. ;L;Arcobacter sp. L;no;negative;;
370776;Arenimonas;Arenimonas composti;;Arenimonas composti;no;negative;;
498055;Arenimonas;Arenimonas oryziterrae;;Arenimonas oryziterrae;no;negative;;
1178825;Arenitalea;Arenitalea lutea;;Arenitalea lutea;no;negative;dextrin;
551760;Aromatoleum;Aromatoleum aromaticum;;Aromatoleum aromaticum;no;negative;α-ketoglutaricAcid;
256701;Arthrobacter;Arthrobacter arilaitensis;;Arthrobacter arilaitensis;no;positive;β-glucosidase|β-galactosidase;freeLiving
43663;Arthrobacter;Arthrobacter aurescens;;Arthrobacter aurescens;no;positive;β-glucosidase;freeLiving
271431;Arthrobacter;Arthrobacter castelli;;Arthrobacter castelli;no;;;
85085;Arthrobacter;Arthrobacter chlorophenolicus;;Arthrobacter chlorophenolicus;no;positive;β-glucosidase|β-galactosidase;freeLiving
254787;Arthrobacter;Arthrobacter gangotriensis;;Arthrobacter gangotriensis;no;positive;;
1665;Arthrobacter;Arthrobacter globiformis;;Arthrobacter globiformis;no;positive;;
361575;Arthrobacter;Arthrobacter phenanthrenivorans;;Arthrobacter phenanthrenivorans;no;positive;β-glucosidase|β-galactosidase|aesculin|glucose;freeLiving
71253;Arthrobacter;Arthrobacter rhombi;;Arthrobacter rhombi;no;;;
290399;Arthrobacter;Arthrobacter sp. ;FB24;Arthrobacter sp. FB24;no;positive;β-glucosidase|β-galactosidase|aesculin;freeLiving
1118963;Arthrobacter;Arthrobacter sp. ;Rue61a;Arthrobacter sp. Rue61a;no;positive;β-glucosidase|β-galactosidase|aesculin;freeLiving
683150;Arthrobacter;Arthrobacter sp. ;SJCon;Arthrobacter sp. SJCon;no;positive;β-glucosidase;
494419;Arthrobacter;Arthrobacter sp. ;TB 23;Arthrobacter sp. TB 23;no;positive;;
129910;Arthrospira;Arthrospira maxima;;Arthrospira maxima;no;;;freeLiving
118562;Arthrospira;Arthrospira platensis;;Arthrospira platensis;no;negative;;
129965;Arthrospira;Arthrospira sp. ;Maxima;Arthrospira sp. Maxima;no;;;
229545;Aster;Aster yellows ;witches'-broom phytoplasma;Aster yellows witches'-broom phytoplasma;no;;;host
78587;Asticcacaulis;Asticcacaulis excentricus;;Asticcacaulis excentricus;no;negative;;freeLiving
1381;Atopobium;Atopobium minutum;;Atopobium minutum;no;;;host
1382;Atopobium;Atopobium parvulum;;Atopobium parvulum;no;;;host
1383;Atopobium;Atopobium rimae;;Atopobium rimae;no;;;host
1111121;Atopobium;Atopobium sp. ;BV3Ac4;Atopobium sp. BV3Ac4;no;;;host
712156;Atopobium;Atopobium sp. ;oral taxon 199;Atopobium sp. oral taxon 199;no;;;host
712158;Atopobium;Atopobium sp. ;oral taxon 810;Atopobium sp. oral taxon 810;no;;;
82135;Atopobium;Atopobium vaginae;;Atopobium vaginae;no;;;
182270;Aurantimonas;Aurantimonas coralicida;;Aurantimonas coralicida;no;negative;;
651183;Aurantimonas;Aurantimonas manganoxydans;;Aurantimonas manganoxydans;no;negative;alkalinePhosphatase;
100225;Austwickia;Austwickia chelonae;;Austwickia chelonae;no;positive;;
728;Avibacterium;Avibacterium paragallinarum;;Avibacterium paragallinarum;no;negative;esteraseLipaseC8;host
62928;Azoarcus;Azoarcus sp. ;BH72;Azoarcus sp. BH72;no;negative;esteraseLipaseC8|α-ketoglutaricAcid;
748247;Azoarcus;Azoarcus sp. ;KH32C;Azoarcus sp. KH32C;no;negative;α-ketoglutaricAcid;
34027;Azoarcus;Azoarcus tolulyticus;;Azoarcus tolulyticus;no;;;
418702;Azonexus;Azonexus hydrophilus;;Azonexus hydrophilus;no;negative;;
7;Azorhizobium;Azorhizobium caulinodans;;Azorhizobium caulinodans;no;negative;β-glucosidase;
281091;Azorhizobium;Azorhizobium doebereinerae;;Azorhizobium doebereinerae;no;negative;;
146939;Azospira;Azospira oryzae;;Azospira oryzae;no;negative;α-ketoglutaricAcid;freeLiving
192;Azospirillum;Azospirillum brasilense;;Azospirillum brasilense;no;negative;alanine;
193;Azospirillum;Azospirillum lipoferum;;Azospirillum lipoferum;no;negative;;
354;Azotobacter;Azotobacter vinelandii;;Azotobacter vinelandii;no;negative;glutamate|α-ketoglutaricAcid|alanine|aspartate;
146938;Azovibrio;Azovibrio restrictus;;Azovibrio restrictus;no;negative;esteraseLipaseC8;
1390;Bacillus;Bacillus amyloliquefaciens;;Bacillus amyloliquefaciens;no;positive;cellobiose|d-galacturonate|d-malicAcid|d-xylose|esteraseLipaseC8|fructose|gelatinHydrolysis|glutamate|glycerol|mannitol|melibiose|n-acetylglucosamine|dextrin|formate|malate|trehalose|α-ketoglutaricAcid|alanine|gluconate|l-arabinose|salicin|acetate|aspartate|glucose|l-pyroglutamicAcid|methylΒ-d-glucopyranoside|mucicAcid|ribose|stachyose;soil|freeLiving|terrestrial
1392;Bacillus;Bacillus anthracis;;Bacillus anthracis;no;positive;d-malicAcid|fructose|gelatinHydrolysis|glycerol|dextrin|α-ketoglutaricAcid|alanine|methylΒ-d-glucopyranoside;host|soil|freeLiving
1452;Bacillus;Bacillus atrophaeus;;Bacillus atrophaeus;no;positive;cellobiose|d-galacturonate|d-malicAcid|d-xylose|esteraseLipaseC8|gelatinHydrolysis|glutamate|glycerol|melibiose|n-acetylglucosamine|starch|dextrin|trehalose|α-ketoglutaricAcid|alanine|gentiobiose|gluconate|salicin|acetate|aspartate|glucose|l-pyroglutamicAcid|methylΒ-d-glucopyranoside|mucicAcid|ribose|stachyose;soil|freeLiving
1413;Bacillus;Bacillus cellulosilyticus;;Bacillus cellulosilyticus;no;positive;d-malicAcid|esteraseLipaseC8|dextrin|α-ketoglutaricAcid;freeLiving
1396;Bacillus;Bacillus cereus;;Bacillus cereus;no;positive;d-malicAcid|esteraseLipaseC8|fructose|gelatinHydrolysis|glycerol|dextrin|malate|α-ketoglutaricAcid|alanine|methylΒ-d-glucopyranoside;host|soil|freeLiving
79880;Bacillus;Bacillus clausii;;Bacillus clausii;no;positive;d-galacturonate|d-malicAcid|d-xylose|esteraseLipaseC8|gelatinHydrolysis|α-ketoglutaricAcid|alanine;freeLiving
1398;Bacillus;Bacillus coagulans;;Bacillus coagulans;no;positive;d-xylose|esteraseLipaseC8|α-ketoglutaricAcid|glucose;freeLiving
580165;Bacillus;Bacillus cytotoxicus;;Bacillus cytotoxicus;no;positive;dextrin|α-ketoglutaricAcid|glucose;freeLiving|terrestrial
135735;Bacillus;Bacillus endophyticus;;Bacillus endophyticus;no;positive;esteraseLipaseC8|glycerol|dextrin|α-ketoglutaricAcid|fructose-6-phosphate;
86665;Bacillus;Bacillus halodurans;;Bacillus halodurans;no;positive;esteraseLipaseC8|gelatinHydrolysis|glycerol|α-ketoglutaricAcid|alanine|l-arabinose;freeLiving
324767;Bacillus;Bacillus infantis;;Bacillus infantis;no;;;
38072;Bacillus;Bacillus infernus;;Bacillus infernus;no;;α-ketoglutaricAcid;freeLiving
1402;Bacillus;Bacillus licheniformis;;Bacillus licheniformis;no;positive;cellobiose|d-galacturonate|d-malicAcid|gelatinHydrolysis|glutamate|glycerol|mannitol|n-acetylglucosamine|sucrose|dextrin|formate|malate|α-ketoglutaricAcid|alanine|gluconate|l-arabinose|salicin|aspartate|glucose|l-pyroglutamicAcid|methylΒ-d-glucopyranoside|stachyose;soil|freeLiving
1404;Bacillus;Bacillus megaterium;;Bacillus megaterium;no;positive;esteraseLipaseC8|dextrin|malate|α-ketoglutaricAcid|fructose-6-phosphate;freeLiving
1471;Bacillus;Bacillus methanolicus;;Bacillus methanolicus;no;;dextrin|α-ketoglutaricAcid;
72360;Bacillus;Bacillus mojavensis;;Bacillus mojavensis;no;positive;glutamate|glycerol|dextrin|α-ketoglutaricAcid|alanine|gentiobiose|aspartate|casein|d-asparticAcid|fructose-6-phosphate|glucose;freeLiving
1405;Bacillus;Bacillus mycoides;;Bacillus mycoides;no;positive;d-malicAcid|dextrin|α-ketoglutaricAcid|methylΒ-d-glucopyranoside;freeLiving
665099;Bacillus;Bacillus oceanisediminis;;Bacillus oceanisediminis;no;positive;dextrin;freeLiving
79885;Bacillus;Bacillus pseudofirmus;;Bacillus pseudofirmus;no;positive;d-galacturonate|d-malicAcid|esteraseLipaseC8|lactate|dextrin|α-ketoglutaricAcid|glucose;soil|freeLiving
64104;Bacillus;Bacillus pseudomycoides;;Bacillus pseudomycoides;no;positive;dextrin|α-ketoglutaricAcid|fructose-6-phosphate|methylΒ-d-glucopyranoside;freeLiving
1408;Bacillus;Bacillus pumilus;;Bacillus pumilus;no;positive;esteraseLipaseC8|glycerol|mannitol|n-acetylglucosamine|dextrin|malate|α-ketoglutaricAcid|alanine|l-arabinose|d-asparticAcid|glucose|methylΒ-d-glucopyranoside;freeLiving
561879;Bacillus;Bacillus safensis;;Bacillus safensis;no;positive;glycerol|n-acetylglucosamine|dextrin|α-ketoglutaricAcid|alanine|d-asparticAcid|fructose-6-phosphate|glucose;
388741;Bacillus;Bacillus selenatarsenatis;;Bacillus selenatarsenatis;no;;;freeLiving
1479;Bacillus;Bacillus smithii;;Bacillus smithii;no;;dextrin|α-ketoglutaricAcid;
119858;Bacillus;Bacillus sonorensis;;Bacillus sonorensis;no;positive;dextrin|α-ketoglutaricAcid|glucose;freeLiving
666686;Bacillus;Bacillus sp. ;1NLA3E;Bacillus sp. 1NLA3E;no;positive;dextrin|α-ketoglutaricAcid;freeLiving
665959;Bacillus;Bacillus sp. ;2_A_57_CT2;Bacillus sp. 2_A_57_CT2;no;positive;dextrin|α-ketoglutaricAcid|casein;
1127743;Bacillus;Bacillus sp. ;5B6;Bacillus sp. 5B6;no;positive;cellobiose|d-malicAcid|esteraseLipaseC8|glutamate|glycerol|dextrin|trehalose|α-ketoglutaricAcid|alanine|gentiobiose|salicin|aspartate|glucose|l-pyroglutamicAcid|methylΒ-d-glucopyranoside|stachyose;freeLiving
665957;Bacillus;Bacillus sp. ;7_6_55CFAA_CT2;Bacillus sp. 7_6_55CFAA_CT2;no;positive;dextrin|α-ketoglutaricAcid;freeLiving
388400;Bacillus;Bacillus sp. ;B14905;Bacillus sp. B14905;no;positive;dextrin;
665958;Bacillus;Bacillus sp. ;BT1B_CT2;Bacillus sp. BT1B_CT2;no;positive;dextrin|α-ketoglutaricAcid|glucose;freeLiving
1127744;Bacillus;Bacillus sp. ;JS;Bacillus sp. JS;no;positive;cellobiose|d-galacturonate|d-malicAcid|d-xylose|esteraseLipaseC8|gelatinHydrolysis|glutamate|glycerol|mannitol|melibiose|n-acetylglucosamine|sorbitol|starch|dextrin|trehalose|α-ketoglutaricAcid|alanine|gentiobiose|gluconate|l-arabinose|salicin|acetate|n-acetyl-b-d-mannosamine|aesculin|aspartate|casein|d-asparticAcid|fructose-6-phosphate|glucose|l-arginine|l-pyroglutamicAcid|mannose|methylΒ-d-glucopyranoside|mucicAcid|ribose|stachyose;soil|freeLiving|terrestrial
313627;Bacillus;Bacillus sp. ;NRRL B-14911;Bacillus sp. NRRL B-14911;no;positive;dextrin|glucose;
1071078;Bacillus;Bacillus sp. ;NSP9.1;Bacillus sp. NSP9.1;no;positive;glycerol|dextrin|α-ketoglutaricAcid|glucose;freeLiving
1071079;Bacillus;Bacillus sp. ;SB47;Bacillus sp. SB47;no;positive;glycerol|dextrin|α-ketoglutaricAcid|glucose;freeLiving
293386;Bacillus;Bacillus stratosphericus;;Bacillus stratosphericus;no;positive;d-galacturonate|d-malicAcid|glycerol|dextrin|formate|α-ketoglutaricAcid|alanine|d-asparticAcid|fructose-6-phosphate|glucose;freeLiving
1423;Bacillus;Bacillus subtilis;;Bacillus subtilis;no;positive;d-malicAcid|esteraseLipaseC8|glycerol|dextrin|α-ketoglutaricAcid|alanine|salicin|glucose|methylΒ-d-glucopyranoside|stachyose;soil|freeLiving|terrestrial
1428;Bacillus;Bacillus thuringiensis;;Bacillus thuringiensis;no;positive;esteraseLipaseC8|glycerol|dextrin|α-ketoglutaricAcid|alanine|methylΒ-d-glucopyranoside;soil|host|freeLiving
1033734;Bacillus;Bacillus timonensis;;Bacillus timonensis;no;positive;esteraseLipaseC8|dextrin|α-ketoglutaricAcid;
155322;Bacillus;Bacillus toyonensis;;Bacillus toyonensis;no;;;freeLiving
86662;Bacillus;Bacillus weihenstephanensis;;Bacillus weihenstephanensis;no;positive;d-malicAcid|esteraseLipaseC8|gelatinHydrolysis|glycerol|dextrin|α-ketoglutaricAcid|alanine|methylΒ-d-glucopyranoside;soil|freeLiving
97084;Bacteriovorax;Bacteriovorax marinus;;Bacteriovorax marinus;no;negative;;
1201288;Bacteriovorax;Bacteriovorax sp. ;Seq25_V;Bacteriovorax sp. Seq25_V;no;negative;;
376804;Bacteroides;Bacteroides barnesiae;;Bacteroides barnesiae;no;;;host|fecal
47678;Bacteroides;Bacteroides caccae;;Bacteroides caccae;no;negative;;host|digestiveSystem|fecal
246787;Bacteroides;Bacteroides cellulosilyticus;;Bacteroides cellulosilyticus;no;;;host|human|digestiveSystem|fecal
626929;Bacteroides;Bacteroides clarus;;Bacteroides clarus;no;;indoleProduction;host|digestiveSystem|fecal
310298;Bacteroides;Bacteroides coprocola;;Bacteroides coprocola;no;;;host|digestiveSystem|fecal
151276;Bacteroides;Bacteroides coprosuis;;Bacteroides coprosuis;no;negative;;host|fecal
357276;Bacteroides;Bacteroides dorei;;Bacteroides dorei;no;;;host|digestiveSystem|fecal
28111;Bacteroides;Bacteroides eggerthii;;Bacteroides eggerthii;no;;;host|fecal
674529;Bacteroides;Bacteroides faecis;;Bacteroides faecis;no;;;host|digestiveSystem|fecal
338188;Bacteroides;Bacteroides finegoldii;;Bacteroides finegoldii;no;;;host|fecal
626930;Bacteroides;Bacteroides fluxus;;Bacteroides fluxus;no;;;host|digestiveSystem|fecal
817;Bacteroides;Bacteroides fragilis;;Bacteroides fragilis;no;;;host|digestiveSystem|fecal
290053;Bacteroides;Bacteroides helcogenes;;Bacteroides helcogenes;no;negative;;host|digestiveSystem|fecal
329854;Bacteroides;Bacteroides intestinalis;;Bacteroides intestinalis;no;;;host|digestiveSystem|fecal
204516;Bacteroides;Bacteroides massiliensis;;Bacteroides massiliensis;no;;;host|fecal
291645;Bacteroides;Bacteroides nordii;;Bacteroides nordii;no;negative;;host|digestiveSystem|fecal
626931;Bacteroides;Bacteroides oleiciplenus;;Bacteroides oleiciplenus;no;negative;;host|digestiveSystem|fecal
28116;Bacteroides;Bacteroides ovatus;;Bacteroides ovatus;no;negative;;digestiveSystem|host|humanIntestinalMicroflora|fecal
310297;Bacteroides;Bacteroides plebeius;;Bacteroides plebeius;no;;;host|digestiveSystem|fecal
310300;Bacteroides;Bacteroides pyogenes;;Bacteroides pyogenes;no;negative;;host|digestiveSystem|fecal
376805;Bacteroides;Bacteroides salanitronis;;Bacteroides salanitronis;no;negative;;host|digestiveSystem|fecal
291644;Bacteroides;Bacteroides salyersiae;;Bacteroides salyersiae;no;negative;;host|fecal
469585;Bacteroides;Bacteroides sp. ;1_1_14;Bacteroides sp. 1_1_14;no;;;host|digestiveSystem|fecal
457387;Bacteroides;Bacteroides sp. ;1_1_30;Bacteroides sp. 1_1_30;no;;;human|digestiveSystem|host|fecal
469586;Bacteroides;Bacteroides sp. ;1_1_6;Bacteroides sp. 1_1_6;no;;;digestiveSystem|host|fecal
469587;Bacteroides;Bacteroides sp. ;2_1_16;Bacteroides sp. 2_1_16;no;negative;;host|digestiveSystem|fecal
665938;Bacteroides;Bacteroides sp. ;2_1_56FAA;Bacteroides sp. 2_1_56FAA;no;negative;;host|human|digestiveSystem|fecal
469590;Bacteroides;Bacteroides sp. ;2_2_4;Bacteroides sp. 2_2_4;no;;;host|human|digestiveSystem|fecal
469592;Bacteroides;Bacteroides sp. ;3_1_19;Bacteroides sp. 3_1_19;no;;;host|digestiveSystem|fecal
457390;Bacteroides;Bacteroides sp. ;3_1_23;Bacteroides sp. 3_1_23;no;;;host|human|digestiveSystem|fecal
457391;Bacteroides;Bacteroides sp. ;3_1_33FAA;Bacteroides sp. 3_1_33FAA;no;;;human|digestiveSystem|host|fecal
469593;Bacteroides;Bacteroides sp. ;3_1_40A;Bacteroides sp. 3_1_40A;no;;;host|human|digestiveSystem|fecal
457392;Bacteroides;Bacteroides sp. ;3_2_5;Bacteroides sp. 3_2_5;no;negative;;host|digestiveSystem|fecal
457393;Bacteroides;Bacteroides sp. ;4_1_36;Bacteroides sp. 4_1_36;no;;;host|human|digestiveSystem|fecal
457394;Bacteroides;Bacteroides sp. ;4_3_47FAA;Bacteroides sp. 4_3_47FAA;no;;;host|human|digestiveSystem|fecal
