patric_taxID;patric_genus;patric_species;patric_strain;patric_speciesStrain;patric_gram;patric_oxygen
1111479;Alicyclobacillus;Alicyclobacillus pomorum;DSM 14955;Alicyclobacillus pomorum DSM 14955;positive;aerobic
1381123;Alicyclobacillus;Aliihoeflea sp.;2WW;Aliihoeflea sp. 2WW;negative;aerobic
617135;Aliihoeflea;Aliivibrio fischeri;ZF-211;Aliivibrio fischeri ZF-211;negative;facultative
626086;Aliivibrio;Aliivibrio logei;5S-186;Aliivibrio logei 5S-186;negative;facultative
316275;Aliivibrio;Aliivibrio salmonicida;LFI1238;Aliivibrio salmonicida LFI1238;negative;facultative
1197174;Aliivibrio;Alishewanella aestuarii;B11;Alishewanella aestuarii B11;negative;
679935;Alishewanella;Alistipes finegoldii;DSM 17242;Alistipes finegoldii DSM 17242;negative;anaerobic
1203611;Alistipes;Alistipes onderdonkii;DSM 19147;Alistipes onderdonkii DSM 19147;negative;
445970;Alistipes;Alistipes putredinis;DSM 17216;Alistipes putredinis DSM 17216;negative;anaerobic
717959;Alistipes;Alistipes shahii;WAL 8301;Alistipes shahii WAL 8301;negative;anaerobic
1193119;Alistipes;Alkalibacillus haloalkaliphilus;C5;Alkalibacillus haloalkaliphilus C5;positive;aerobic
1229520;Alkalibacillus;Alkalibacterium sp.;AK22;Alkalibacterium sp. AK22;positive;
927658;Alkalibacterium;Alkaliflexus imshenetskii;DSM 15055;Alkaliflexus imshenetskii DSM 15055;negative;anaerobic
187272;Alkaliflexus;Alkalilimnicola ehrlichii;MLHE-1;Alkalilimnicola ehrlichii MLHE-1;;facultative
293826;Alkalilimnicola;Alkaliphilus metalliredigens;QYMF;Alkaliphilus metalliredigens QYMF;;anaerobic
350688;Alkaliphilus;Alkaliphilus oremlandii;OhILAs;Alkaliphilus oremlandii OhILAs;positive;anaerobic
572477;Alkaliphilus;Allochromatium vinosum;DSM 180;Allochromatium vinosum DSM 180;negative;facultative
1120978;Allochromatium;Allofustis seminis;DSM 15817;Allofustis seminis DSM 15817;positive;facultative
883081;Allofustis;Alloiococcus otitis;ATCC 51267;Alloiococcus otitis ATCC 51267;positive;
1120979;Alloiococcus;Alloscardovia omnicolens;DSM 21503;Alloscardovia omnicolens DSM 21503;positive;
684719;Alloscardovia;alpha proteobacterium;HIMB114;alpha proteobacterium HIMB114;;
744985;alpha;alpha proteobacterium;HIMB59;alpha proteobacterium HIMB59;negative;
1094971;alpha;alpha proteobacterium;JGI 0001002-C12;alpha proteobacterium JGI 0001002-C12;negative;
1094970;alpha;alpha proteobacterium;JGI 0001002-I18;alpha proteobacterium JGI 0001002-I18;negative;
1229204;alpha;alpha proteobacterium;L41A;alpha proteobacterium L41A;;
1229484;alpha;alpha proteobacterium;LLX12A;alpha proteobacterium LLX12A;;
1397666;alpha;alpha proteobacterium;RS24;alpha proteobacterium RS24;negative;aerobic
314275;alpha;Alteromonas macleodii;Deep ecotype';Alteromonas macleodii str. 'Deep ecotype';negative;aerobic
1298865;Alteromonas;Alteromonas sp.;ALT199;Alteromonas sp. ALT199;negative;
1379385;Alteromonas;Aminicenantes bacterium;JGI OTU-2;Aminicenantes bacterium JGI OTU-2;;
1304874;Aminicenantes;Aminiphilus circumscriptus;DSM 16581;Aminiphilus circumscriptus DSM 16581;negative;anaerobic
572547;Aminiphilus;Aminobacterium colombiense;DSM 12261;Aminobacterium colombiense DSM 12261;negative;anaerobic
1304875;Aminobacterium;Aminobacterium mobile;DSM 12262;Aminobacterium mobile DSM 12262;negative;anaerobic
584708;Aminobacterium;Aminomonas paucivorans;DSM 12260;Aminomonas paucivorans DSM 12260;negative;anaerobic
429009;Aminomonas;Ammonifex degensii;KC4;Ammonifex degensii KC4;negative;anaerobic
1120983;Ammonifex;Amorphus coralli;DSM 19760;Amorphus coralli DSM 19760;negative;
562743;Amorphus;Amphibacillus jilinensis;Y1;Amphibacillus jilinensis Y1;positive;anaerobic
698758;Amphibacillus;Amphibacillus xylanus;NBRC 15112;Amphibacillus xylanus NBRC 15112;positive;facultative
1278309;Amphibacillus;Amphritea japonica;ATCC BAA-1530;Amphritea japonica ATCC BAA-1530;negative;
1125972;Amphritea;Amycolatopsis alba;DSM 44262;Amycolatopsis alba DSM 44262;positive;aerobic
1089545;Amycolatopsis;Amycolatopsis balhimycina;FH 1894;Amycolatopsis balhimycina FH 1894;positive;aerobic
1089544;Amycolatopsis;Amycolatopsis benzoatilytica;AK 16/65;Amycolatopsis benzoatilytica AK 16/65;positive;aerobic
592678;Amycolatopsis;Amycolatopsis halophila;YIM 93223;Amycolatopsis halophila YIM 93223;positive;aerobic
1221524;Amycolatopsis;Amycolatopsis mediterranei;RB;Amycolatopsis mediterranei RB;positive;
713604;Amycolatopsis;Amycolatopsis mediterranei;S699;Amycolatopsis mediterranei S699;positive;aerobic
749927;Amycolatopsis;Amycolatopsis mediterranei;U32;Amycolatopsis mediterranei U32;positive;aerobic
1068978;Amycolatopsis;Amycolatopsis methanolica;239;Amycolatopsis methanolica 239;positive;aerobic
1068980;Amycolatopsis;Amycolatopsis nigrescens;CSC17Ta-90;Amycolatopsis nigrescens CSC17Ta-90;positive;aerobic
1125971;Amycolatopsis;Amycolatopsis orientalis;DSM 40040 = KCTC 9412;Amycolatopsis orientalis DSM 40040 = KCTC 9412;positive;
1120984;Amycolatopsis;Amycolatopsis taiwanensis;DSM 45107;Amycolatopsis taiwanensis DSM 45107;positive;aerobic
1068979;Amycolatopsis;Amycolatopsis thermoflava;N1165;Amycolatopsis thermoflava N1165;positive;aerobic
272123;Amycolatopsis;Anabaena cylindrica;PCC 7122;Anabaena cylindrica PCC 7122;negative;aerobic
46234;Anabaena;Anabaena sp.;90;Anabaena sp. 90;;aerobic
240292;Anabaena;Anabaena variabilis;ATCC 29413;Anabaena variabilis ATCC 29413;;aerobic
1120985;Anabaena;Anaeroarcus burkinensis;DSM 6283;Anaeroarcus burkinensis DSM 6283;negative;
592015;Anaeroarcus;Anaerobaculum hydrogeniformans;ATCC BAA-1850;Anaerobaculum hydrogeniformans ATCC BAA-1850;;anaerobic
1120988;Anaerobaculum;Anaerobiospirillum succiniciproducens;DSM 6400;Anaerobiospirillum succiniciproducens DSM 6400;negative;anaerobic
561177;Anaerobiospirillum;Anaerococcus hydrogenalis;DSM 7454;Anaerococcus hydrogenalis DSM 7454;positive;anaerobic
525254;Anaerococcus;Anaerococcus lactolyticus;ATCC 51172;Anaerococcus lactolyticus ATCC 51172;positive;anaerobic
525919;Anaerococcus;Anaerococcus prevotii;DSM 20548;Anaerococcus prevotii DSM 20548;positive;anaerobic
525255;Anaerococcus;Anaerococcus tetradius;ATCC 35098;Anaerococcus tetradius ATCC 35098;positive;anaerobic
655811;Anaerococcus;Anaerococcus vaginalis;ATCC 51170;Anaerococcus vaginalis ATCC 51170;positive;anaerobic
445971;Anaerococcus;Anaerofustis stercorihominis;DSM 17244;Anaerofustis stercorihominis DSM 17244;positive;anaerobic
1120992;Anaerofustis;Anaeromusa acidaminophila;DSM 3853;Anaeromusa acidaminophila DSM 3853;negative;anaerobic
455488;Anaeromusa;Anaeromyxobacter dehalogenans;2CP-1;Anaeromyxobacter dehalogenans 2CP-1;negative;facultative
290397;Anaeromyxobacter;Anaeromyxobacter dehalogenans;2CP-C;Anaeromyxobacter dehalogenans 2CP-C;negative;facultative
404589;Anaeromyxobacter;Anaeromyxobacter sp.;Fw109-5;Anaeromyxobacter sp. Fw109-5;;anaerobic
447217;Anaeromyxobacter;Anaeromyxobacter sp.;K;Anaeromyxobacter sp. K;;anaerobic
886379;Anaeromyxobacter;Anaerophaga thermohalophila;DSM 12881;Anaerophaga thermohalophila DSM 12881;;anaerobic
411490;Anaerophaga;Anaerostipes caccae;DSM 14662;Anaerostipes caccae DSM 14662;;anaerobic
649757;Anaerostipes;Anaerostipes hadrus;DSM 3319;Anaerostipes hadrus DSM 3319;positive;anaerobic
665937;Anaerostipes;Anaerostipes sp.;3_2_56FAA;Anaerostipes sp. 3_2_56FAA;positive;anaerobic
445972;Anaerostipes;Anaerotruncus colihominis;DSM 17241;Anaerotruncus colihominis DSM 17241;positive;anaerobic
1120998;Anaerotruncus;Anaerovorax odorimutans;DSM 5092;Anaerovorax odorimutans DSM 5092;positive;anaerobic
574556;Anaerovorax;Anaplasma centrale;Israel;Anaplasma centrale str. Israel;;aerobic
1412841;Anaplasma;Anaplasma marginale;Dawn;Anaplasma marginale str. Dawn;negative;
320483;Anaplasma;Anaplasma marginale;Florida;Anaplasma marginale str. Florida;;aerobic
1412840;Anaplasma;Anaplasma marginale;Gypsy Plains;Anaplasma marginale str. Gypsy Plains;negative;
517436;Anaplasma;Anaplasma marginale;Mississippi;Anaplasma marginale str. Mississippi;;aerobic
517437;Anaplasma;Anaplasma marginale;Puerto Rico;Anaplasma marginale str. Puerto Rico;;aerobic
234826;Anaplasma;Anaplasma marginale;St. Maries;Anaplasma marginale str. St. Maries;;aerobic
403779;Anaplasma;Anaplasma marginale;Virginia;Anaplasma marginale str. Virginia;;aerobic
212042;Anaplasma;Anaplasma phagocytophilum;HZ;Anaplasma phagocytophilum HZ;negative;aerobic
1111106;Anaplasma;Ancylobacter sp.;FA202;Ancylobacter sp. FA202;negative;
649747;Ancylobacter;Aneurinibacillus aneurinilyticus;ATCC 12856;Aneurinibacillus aneurinilyticus ATCC 12856;positive;aerobic
1121002;Aneurinibacillus;Aneurinibacillus terranovensis;DSM 18919;Aneurinibacillus terranovensis DSM 18919;positive;microaerophilic
1297581;Aneurinibacillus;Anoxybacillus flavithermus;AK1;Anoxybacillus flavithermus AK1;positive;aerobic
1315967;Anoxybacillus;Anoxybacillus flavithermus;NBRC 109594;Anoxybacillus flavithermus NBRC 109594;positive;
491915;Anoxybacillus;Anoxybacillus flavithermus;WK1;Anoxybacillus flavithermus WK1;positive;facultative
284502;Anoxybacillus;Aphanizomenon flos-aquae;NIES-81;Aphanizomenon flos-aquae NIES-81;negative;
1121004;Aphanizomenon;Aquaspirillum serpens;DSM 68;Aquaspirillum serpens DSM 68;negative;aerobic
224324;Aquaspirillum;Aquifex aeolicus;VF5;Aquifex aeolicus VF5;negative;aerobic
1121006;Aquifex;Aquimarina latercula;DSM 2041;Aquimarina latercula DSM 2041;negative;aerobic
1443665;Aquimarina;Aquimarina macrocephali;JAMB N27;Aquimarina macrocephali JAMB N27;negative;aerobic
1296416;Aquimarina;Aquimarina megaterium;XH134;Aquimarina megaterium XH134;negative;aerobic
1121007;Aquimarina;Aquimarina muelleri;DSM 19832;Aquimarina muelleri DSM 19832;negative;aerobic
644284;Aquimarina;Arcanobacterium haemolyticum;DSM 20595;Arcanobacterium haemolyticum DSM 20595;positive;facultative
367737;Arcanobacterium;Arcobacter butzleri;RM4018;Arcobacter butzleri RM4018;negative;aerobic
1442598;Arcobacter;Arcobacter cibarius;LMG 21996;Arcobacter cibarius LMG 21996;negative;microaerophilic
572480;Arcobacter;Arcobacter nitrofigilis;DSM 7299;Arcobacter nitrofigilis DSM 7299;negative;microaerophilic
1355368;Arcobacter;Arcobacter sp.;AF1028;Arcobacter sp. AF1028;negative;microaerophilic
1564138;Arcobacter;Arcobacter sp.;AF1078;Arcobacter sp. AF1078;negative;microaerophilic
1355374;Arcobacter;Arcobacter sp.;AF1581;Arcobacter sp. AF1581;negative;microaerophilic
1150600;Arcobacter;Arcticibacter svalbardensis;MN12-7;Arcticibacter svalbardensis MN12-7;negative;
1121011;Arcticibacter;Arenibacter certesii;DSM 19833;Arenibacter certesii DSM 19833;negative;aerobic
1121012;Arenibacter;Arenibacter latericius;DSM 15913;Arenibacter latericius DSM 15913;negative;aerobic
1121013;Arenibacter;Arenimonas composti;DSM 18010;Arenimonas composti DSM 18010;negative;
1121015;Arenimonas;Arenimonas oryziterrae;DSM 21050 = YC6267;Arenimonas oryziterrae DSM 21050 = YC6267;negative;aerobic
1121016;Arenimonas;Arhodomonas aquaeolei;DSM 8974;Arhodomonas aquaeolei DSM 8974;negative;aerobic
76114;Arhodomonas;Aromatoleum aromaticum;EbN1;Aromatoleum aromaticum EbN1;negative;facultative
1121017;Aromatoleum;Arsenicicoccus bolidensis;DSM 15745;Arsenicicoccus bolidensis DSM 15745;positive;facultative
1121018;Arsenicicoccus;Arsenophonus nasoniae;DSM 15247;Arsenophonus nasoniae DSM 15247;negative;
290340;Arsenophonus;Arthrobacter aurescens;TC1;Arthrobacter aurescens TC1;positive;aerobic
1121019;Arthrobacter;Arthrobacter castelli;DSM 16402;Arthrobacter castelli DSM 16402;positive;
452863;Arthrobacter;Arthrobacter chlorophenolicus;A6;Arthrobacter chlorophenolicus A6;positive;aerobic
1246476;Arthrobacter;Arthrobacter crystallopoietes;BAB-32;Arthrobacter crystallopoietes BAB-32;positive;aerobic
1276920;Arthrobacter;Arthrobacter gangotriensis;Lz1y;Arthrobacter gangotriensis Lz1y;positive;
930171;Arthrobacter;Arthrobacter phenanthrenivorans;Sphe3;Arthrobacter phenanthrenivorans Sphe3;positive;aerobic
1157944;Arthrobacter;Arthrobacter sp.;131MFCol6.1;Arthrobacter sp. 131MFCol6.1;positive;
1158050;Arthrobacter;Arthrobacter sp.;135MFCol5.1;Arthrobacter sp. 135MFCol5.1;positive;
1151118;Arthrobacter;Arthrobacter sp.;161MFSha2.1;Arthrobacter sp. 161MFSha2.1;positive;
1151119;Arthrobacter;Arthrobacter sp.;162MFSha1.1;Arthrobacter sp. 162MFSha1.1;positive;
1115632;Arthrobacter;Arthrobacter sp.;31Y;Arthrobacter sp. 31Y;positive;
269454;Arthrobacter;Arthrobacter sp.;35/47;Arthrobacter sp. 35/47;positive;
1132441;Arthrobacter;Arthrobacter sp.;35W;Arthrobacter sp. 35W;positive;
1312954;Arthrobacter;Arthrobacter sp.;Br18;Arthrobacter sp. Br18;positive;aerobic
290399;Arthrobacter;Arthrobacter sp.;FB24;Arthrobacter sp. FB24;positive;
1312959;Arthrobacter;Arthrobacter sp.;H14;Arthrobacter sp. H14;positive;aerobic
1267981;Arthrobacter;Arthrobacter sp.;H20;Arthrobacter sp. H20;positive;aerobic
1312978;Arthrobacter;Arthrobacter sp.;H41;Arthrobacter sp. H41;positive;aerobic
1267973;Arthrobacter;Arthrobacter sp.;H5;Arthrobacter sp. H5;positive;aerobic
218158;Arthrobacter;Arthrobacter sp.;I3;Arthrobacter sp. I3;positive;aerobic
1101188;Arthrobacter;Arthrobacter sp.;MA-N2;Arthrobacter sp. MA-N2;positive;
513049;Arthrobacter;Arthrospira maxima;CS-328;Arthrospira maxima CS-328;;facultative
696747;Arthrospira;Arthrospira platensis;NIES-39;Arthrospira platensis NIES-39;;facultative
634502;Arthrospira;Arthrospira platensis;Paraca;Arthrospira platensis str. Paraca;;
376219;Arthrospira;Arthrospira sp.;PCC 8005;Arthrospira sp. PCC 8005;;facultative
406101;Arthrospira;Asaia sp.;SF2.1;Asaia sp. SF2.1;negative;
322098;Asaia;Aster yellows;witches'-broom phytoplasma AYWB;Aster yellows witches'-broom phytoplasma AYWB;;aerobic
715226;Aster;Asticcacaulis biprosthecum;C19;Asticcacaulis biprosthecum C19;negative;aerobic
573065;Asticcacaulis;Asticcacaulis excentricus;CB 48;Asticcacaulis excentricus CB 48;negative;aerobic
1336234;Asticcacaulis;Atopobacter phocae;ATCC BAA-285;Atopobacter phocae ATCC BAA-285;positive;
1121023;Atopobacter;Atopobium fossor;DSM 15642;Atopobium fossor DSM 15642;positive;obligate anaerobic
997872;Atopobium;Atopobium minutum;10063974;Atopobium minutum 10063974;positive;
521095;Atopobium;Atopobium parvulum;DSM 20469;Atopobium parvulum DSM 20469;positive;anaerobic
553184;Atopobium;Atopobium rimae;ATCC 49626;Atopobium rimae ATCC 49626;positive;anaerobic
525256;Atopobium;Atopobium vaginae;DSM 15829;Atopobium vaginae DSM 15829;positive;anaerobic
1121024;Atopobium;Atopococcus tabaci;DSM 17538;Atopococcus tabaci DSM 17538;positive;
1383026;Atopococcus;Atribacteria bacterium;JGI OTU-1;Atribacteria bacterium JGI OTU-1;;
1121027;Atribacteria;Aurantimonas coralicida;DSM 14790;Aurantimonas coralicida DSM 14790;negative;aerobic
1121028;Aurantimonas;Aureimonas ureilytica;DSM 18598;Aureimonas ureilytica DSM 18598;negative;aerobic
1184607;Aureimonas;Austwickia chelonae;NBRC 105200;Austwickia chelonae NBRC 105200;positive;facultative
62928;Austwickia;Azoarcus sp.;BH72;Azoarcus sp. BH72;negative;microaerophilic
1261621;Azoarcus;Azoarcus toluclasticus;ATCC 700605;Azoarcus toluclasticus ATCC 700605;negative;
1121030;Azoarcus;Azohydromonas australica;DSM 1124;Azohydromonas australica DSM 1124;negative;
1121032;Azohydromonas;Azonexus hydrophilus;DSM 23864;Azonexus hydrophilus DSM 23864;negative;
1262469;Azonexus;Azospirillum brasilense;FP2;Azospirillum brasilense FP2;negative;
1121033;Azospirillum;Azospirillum halopraeferens;DSM 3675;Azospirillum halopraeferens DSM 3675;negative;
1121034;Azospirillum;Azospirillum irakense;DSM 11586;Azospirillum irakense DSM 11586;negative;
862719;Azospirillum;Azospirillum lipoferum;4B;Azospirillum lipoferum 4B;negative;facultative
137722;Azospirillum;Azospirillum sp.;B510;Azospirillum sp. B510;negative;
1283330;Azospirillum;Azotobacter vinelandii;CA;Azotobacter vinelandii CA;negative;aerobic
1283331;Azotobacter;Azotobacter vinelandii;CA6;Azotobacter vinelandii CA6;negative;aerobic
322710;Azotobacter;Azotobacter vinelandii;DJ;Azotobacter vinelandii DJ;negative;aerobic
1121035;Azotobacter;Azovibrio restrictus;DSM 23866;Azovibrio restrictus DSM 23866;negative;
444461;Azovibrio;Bacillus acidiproducens;DSM 23148;Bacillus acidiproducens DSM 23148;positive;facultative
1121085;Bacillus;Bacillus aidingensis;DSM 18341;Bacillus aidingensis DSM 18341;positive;aerobic
1412898;Bacillus;Bacillus amyloliquefaciens;CC178;Bacillus amyloliquefaciens CC178;positive;
692420;Bacillus;Bacillus amyloliquefaciens;DSM 7;Bacillus amyloliquefaciens DSM 7;positive;aerobic
326423;Bacillus;Bacillus amyloliquefaciens;FZB42;Bacillus amyloliquefaciens FZB42;positive;aerobic
1177186;Bacillus;Bacillus amyloliquefaciens;plantarum M27;Bacillus amyloliquefaciens subsp. plantarum M27;positive;aerobic
1449088;Bacillus;Bacillus amyloliquefaciens;plantarum TrigoCor1448;Bacillus amyloliquefaciens subsp. plantarum TrigoCor1448;positive;
1384051;Bacillus;Bacillus amyloliquefaciens;UASWS BA1;Bacillus amyloliquefaciens UASWS BA1;positive;
1437442;Bacillus;Bacillus anthracis;95014;Bacillus anthracis str. 95014;positive;
486622;Bacillus;Bacillus anthracis;A0174;Bacillus anthracis str. A0174;positive;facultative
486619;Bacillus;Bacillus anthracis;A0193;Bacillus anthracis str. A0193;positive;facultative
592021;Bacillus;Bacillus anthracis;A0248;Bacillus anthracis str. A0248;positive;facultative
486623;Bacillus;Bacillus anthracis;A0389;Bacillus anthracis str. A0389;positive;facultative
486621;Bacillus;Bacillus anthracis;A0442;Bacillus anthracis str. A0442;positive;facultative
486620;Bacillus;Bacillus anthracis;A0465;Bacillus anthracis str. A0465;positive;facultative
486624;Bacillus;Bacillus anthracis;A0488;Bacillus anthracis str. A0488;positive;facultative
280355;Bacillus;Bacillus anthracis;A1055;Bacillus anthracis str. A1055;positive;facultative
191218;Bacillus;Bacillus anthracis;A2012;Bacillus anthracis str. A2012;positive;facultative
198094;Bacillus;Bacillus anthracis;Ames;Bacillus anthracis str. Ames;positive;facultative
261594;Bacillus;Bacillus anthracis;Ames Ancestor';Bacillus anthracis str. 'Ames Ancestor';positive;facultative
280477;Bacillus;Bacillus anthracis;Australia 94;Bacillus anthracis str. Australia 94;positive;facultative
1213182;Bacillus;Bacillus anthracis;BF1;Bacillus anthracis str. BF1;positive;facultative
1245029;Bacillus;Bacillus anthracis;Carbosap;Bacillus anthracis str. Carbosap;positive;facultative
568206;Bacillus;Bacillus anthracis;CDC 684;Bacillus anthracis str. CDC 684;positive;
280354;Bacillus;Bacillus anthracis;CNEVA-9066;Bacillus anthracis str. CNEVA-9066;positive;facultative
768494;Bacillus;Bacillus anthracis;H9401;Bacillus anthracis str. H9401;positive;facultative
205919;Bacillus;Bacillus anthracis;Kruger B;Bacillus anthracis str. Kruger B;positive;facultative
260799;Bacillus;Bacillus anthracis;Sterne;Bacillus anthracis str. Sterne;positive;facultative
1392837;Bacillus;Bacillus anthracis;SVA11;Bacillus anthracis str. SVA11;positive;
1211117;Bacillus;Bacillus anthracis;UR-1;Bacillus anthracis str. UR-1;positive;facultative
1435357;Bacillus;Bacillus anthracis;V770-NP1-R;Bacillus anthracis str. V770-NP1-R;positive;
261591;Bacillus;Bacillus anthracis;Vollum;Bacillus anthracis str. Vollum;positive;facultative
212045;Bacillus;Bacillus anthracis;Western North America USA6153;Bacillus anthracis str. Western North America USA6153;positive;facultative
405536;Bacillus;Bacillus anthracis;Tsiankovskii-I;Bacillus anthracis Tsiankovskii-I;positive;facultative
723888;Bacillus;Bacillus atrophaeus;1013-1;Bacillus atrophaeus 1013-1;positive;aerobic
