pasteur_genus;pasteur_species;pasteur_strain;pasteur_speciesStrain;pasteur_typeStrain;pasteur_cultureNo;pasteur_growthTemp;pasteur_ref;pasteur_genes;pasteur_source;pasteur_oxygen;pasteur_medium
Acidovorax;Acidovorax avenae;cattleyae;Acidovorax avenae cattleyae;yes;CCUG 21975|NCPPB 961|ICPB PC21|LMG 5286|NRRL B-835|ICMP 2826|ATCC 33619|LMG 2364|DSM 17101;30;Int. J. Syst. Bacteriol., 1980, 30, 225-420|Int. J. Syst. Bacteriol., 1991, 41, 516-525|Int. J. Syst. Bacteriol., 1992, 42, 107-119.;;Warm arid soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax defluvii;;Acidovorax defluvii;yes;DSM 12644|CCUG 49021;30;System. Appl. Microbiol., 1999, 22, 205-214|Int. J. Syst. Bacteriol., 1999, 49, 1325-1326.;;Activated sludge;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acidovorax;Acidovorax delafieldii;CCUG 11056;Acidovorax delafieldii CCUG 11056;;CCUG 11056|LMG 7166;25;Int. J. Syst. Bacteriol., 1990, 40, 384-398.;;Human, pus;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax delafieldii;CCUG 11062;Acidovorax delafieldii CCUG 11062;;CCUG 11062|LMG 7168;25;Int. J. Syst. Bacteriol., 1990, 40, 384-398.;;Human, trachea;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax delafieldii;CCUG 16516;Acidovorax delafieldii CCUG 16516;;CCUG 16516|LMG 8905;25;;;Open fracture, foot;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax delafieldii;CCUG 18251;Acidovorax delafieldii CCUG 18251;;CCUG 18251|LMG 7186;25;;;Blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax delafieldii;DSM 64;Acidovorax delafieldii DSM 64;yes;ATCC 17505|CCUG 1779|DSM 64|LMG 5943|NCIMB 11476;25;Int. J. Syst. Bacteriol., 1980, 30, 225|Int. J. Syst. Bacteriol., 1990, 40, 384|Int. J. Syst. Bacteriol., 1994, 44, 410|Arch. Microbiol., 1970, 70, 1|J. Bacteriol., 1965, 90, 1455|Eur. J. Appl. Microbiol. Biotechnol., 1980, 9, 1.;;Soil enriched with poly-b-hydroxybuty;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acidovorax;Acidovorax facilis;;Acidovorax facilis;yes;ATCC 11228|CCUG 2113|DSM 649|LMG 2193|NCIMB 9938;25;Int. J. Syst. Bacteriol., 1969, 19, 385|Int. J. Syst. Bacteriol., 1980, 30, 420|Int. J. Syst. Bacteriol., 1990, 40, 384|Int. J. Syst. Bacteriol., 1994, 44, 410|J. Bacteriol., 1952, 63, 87.;;Lawn soil;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acidovorax;Acidovorax konjaci;;Acidovorax konjaci;yes;JCM 2397|CCUG 17394|LMG 5691|ATCC 33996|DSM 7481|ICMP 7733;30;Int. J. Syst. Bacteriol., 1983, 33, 539-545|Int. J. Syst. Bacteriol., 1991, 41, 516-525|Int. J. Syst. Bacteriol., 1992, 42, 107-119.;;Amorphophallus rivieri cv. Konjac;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax temperans;;Acidovorax temperans;;;30;Int. J. Syst. Bacteriol., 1990, 40, 384.;;Human, ear;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048
Acidovorax;Acidovorax temperans;CCUG 10556;Acidovorax temperans CCUG 10556;;CCUG 10556|LMG 6437;30;Int. J. Syst. Bacteriol., 1990, 40, 384-398.;;Hospital tap water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax temperans;CCUG 22192;Acidovorax temperans CCUG 22192;;CCUG 22192|LMG 8451;25;Int. J. Syst. Bacteriol., 1990, 40, 394-398.;;Human, wound;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acidovorax;Acidovorax temperans;DSM 7270;Acidovorax temperans DSM 7270;yes;ATCC 49665|CCUG 11779|LMG 7169|DSM 7270|CCM 4562;25;Int. J. Syst. Bacteriol., 1990, 40, 384.;;Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acidovorax;Acidovorax valerianellae;;Acidovorax valerianellae;yes;CFBP 4730|NCPPB 4283;25;Int. J. Syst. Evol. Microbiol., 2003, 53, 795-800|Int. J. Syst. Evol. Microbiol., 2003, 53, 1221-1222.;;Valerianella locusta;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter sp.;;Acinetobacter sp.;yes;CCUG 67281|CCM 8611;30;Genom. Biol. Evol., 2014, 6(10), 2866-2882|Antimicrob. Agents Chemother., 2014 58, 936-949.|Int. J. Syst. Evol. Microbiol., 2015, 65, 3905-3912.;;Liver abscess|Water, pool;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter albensis;ATCC 49139;Acinetobacter albensis ATCC 49139;;ATCC 49139;30;;;Human;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter sp.;ANC 3789;Acinetobacter sp. ANC 3789;;ANC 3789;30;Genome Biol. Evol., 2014, 6, 2866-2882.;;Pond mud;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter sp.;ATCC 33308;Acinetobacter sp. ATCC 33308;;ATCC 33308;30;J. Bacteriol., 1969, 98, 281|J. Bacteriol., 1972, 112, 797|Appl. Microbiol., 1974, 27, 1023.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;;Acinetobacter baumannii;;;37|30;Antimicrob. Agents Chemother., 1997, 41, 2757.|Antimicrob. Agents Chemother., 1997, 41, 2265-2269|J. Antimicrob. Chemother., 1999, 43, 157-165|J. Antimicrob. Chemother., 1999, 44, 91-97.|Clin. Microbiol. Infect., 2000, 6, 635-643.|J. Bacteriol., 1968, 95, 1520.|Antimicrob. Agents Chemother., 2013, 57(7), 2989-2995.;;Human|Human, rectum|Index outbreak|Human, spinal fluid|Whitlow|Infant, spinal fluid|Human, pulmonary abscess|Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=4|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048
Acinetobacter;Acinetobacter baumannii;ANC 4097;Acinetobacter baumannii ANC 4097;;ANC 4097;30;Antimicrob. Agents Chemother., 2013, 57(7), 2989-2995.;;Human, tracheal aspirate;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 15149;Acinetobacter baumannii ATCC 15149;;ATCC 15149;30;Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1950, 59, 171|Am. J. Clin. Pathol., 1969, 52, 309.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 15150;Acinetobacter baumannii ATCC 15150;;ATCC 15150;30;Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1950, 59, 171.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 15151;Acinetobacter baumannii ATCC 15151;;ATCC 15151;30;J. Bacteriol., 1950, 59, 171|Am. J. Clin. Pathol., 1969, 52, 309|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Antimicrob. Chemother., 2012, 67, 234-236|Antimicrob. Agents Chemother., 2012, 56, 1116-1119.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 17904;Acinetobacter baumannii ATCC 17904;;ATCC 17904|NCTC 10303;30;Int. Bull. Bacteriol. Nomen. Taxon., 1963, 13, 195|Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1968, 95, 1520|J. Basic. Microbiol., 1988, 28, 363.;;Urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 17945;Acinetobacter baumannii ATCC 17945;;ATCC 17945;30;Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Infect. Dis., 1949, 84, 235|Int. Bull. Bacteriol. Nomen. Taxon., 1961, 11, 107.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 17957;Acinetobacter baumannii ATCC 17957;;ATCC 17957;30;Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1968, 95, 1520|Zentralbl. Bakteriol., 1953, 159,173|J. Basic. Microbiol., 1988, 28, 363.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acinetobacter;Acinetobacter baumannii;ATCC 17959;Acinetobacter baumannii ATCC 17959;;ATCC 17959;30;J. Bacteriol., 1968, 95, 1520|Int. J. Syst. Bacteriol., 1986, 36, 228.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 17961;Acinetobacter baumannii ATCC 17961;;ATCC 17961;30;Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1968, 95, 1520|J. Basic. Microbiol., 1988, 28, 363.;;Blood culture;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 17978;Acinetobacter baumannii ATCC 17978;;ATCC 17978;30;Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1968, 95, 1520.;;Human, cerebrospinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acinetobacter;Acinetobacter baumannii;ATCC 19003;Acinetobacter baumannii ATCC 19003;;ATCC 19003;30;Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228.;;Human, cerobrospinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 19568;Acinetobacter baumannii ATCC 19568;;ATCC 19568|NCIMB 9214;30;Int. J. Syst. Bacteriol., 1986, 36, 228.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 23220;Acinetobacter baumannii ATCC 23220;;ATCC 23220|LMG 1049|NCDO 709|NRRL B-551|NCIMB 8208;30;J. Appl. Bacteriol., 1960, 23, 37|J. Gen. Microbiol., 1967, 49, 211.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;ATCC 49467;Acinetobacter baumannii ATCC 49467;;ATCC 49467;30;;;Human;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Acinetobacter;Acinetobacter baumannii;ATCC 9955;Acinetobacter baumannii ATCC 9955;;ATCC 9955;30;Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1945, 49, 511|J. Bacteriol., 1968, 95, 1520.;;Human, cerebrospinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4420;Acinetobacter baumannii BM4420;;BM4420;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4422;Acinetobacter baumannii BM4422;;BM4422;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4423;Acinetobacter baumannii BM4423;;BM4423;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4424;Acinetobacter baumannii BM4424;;BM4424;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4425;Acinetobacter baumannii BM4425;;BM4425;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4426;Acinetobacter baumannii BM4426;;BM4426;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4428;Acinetobacter baumannii BM4428;;BM4428;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4429;Acinetobacter baumannii BM4429;;BM4429;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4430;Acinetobacter baumannii BM4430;;BM4430;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4434;Acinetobacter baumannii BM4434;;BM4434;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4435;Acinetobacter baumannii BM4435;;BM4435;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4436;Acinetobacter baumannii BM4436;;BM4436;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;BM4438;Acinetobacter baumannii BM4438;;BM4438;37;Antimicrob. Agents Chemother., 2000, 44, 2684-2688.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CIP 200003;Acinetobacter baumannii CIP 200003;;CIP 200003;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CIP 200004;Acinetobacter baumannii CIP 200004;;CIP 200004;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CIP 200007;Acinetobacter baumannii CIP 200007;;CIP 200007;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CIP 200009;Acinetobacter baumannii CIP 200009;;CIP 200009;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CIP 200105;Acinetobacter baumannii CIP 200105;;CIP 200105;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CIP 200364;Acinetobacter baumannii CIP 200364;;CIP 200364;30;;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CRBIP 200439;Acinetobacter baumannii CRBIP 200439;;CRBIP 200439;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;CRBIP 200878;Acinetobacter baumannii CRBIP 200878;;CRBIP 200878;30;;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;DSM 14963;Acinetobacter baumannii DSM 14963;;DSM 14963;30;System. Appl. Microbiol., 2001, 24, 430-442|Int. J. Syst. Evol. Microbiol., 2003, 53, 953-963.;;Ballarat waste water treatment plant;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;DSM 30007;Acinetobacter baumannii DSM 30007;yes;ATCC 19606|CCUG 19096|DSM 30007|IAM 12088|LMG 1041|NCTC 12156|NCIMB 12457;30;Int. J. Syst. Bacteriol., 1967, 17, 245|Int. J. Syst. Bacteriol., 1968, 18, 207|Int. J. Syst. Bacteriol., 1986, 36, 228|J. Bacteriol., 1948, 56, 379|J. Bacteriol., 1995, 177, 1435|J. Basic Microbiol., 1988, 28, 363|J. Clin. Microbiol., 1996, 34, 1193|J. Clin. Microbiol., 1999, 37, 2109-2110|Int. J. Syst. Evol. Microbiol., 2011, January 14, doi: 10.1099/ijs.0.027045-0|Genom. Biol. Evol., 2014, 6(10), 2866-2882,Antimicrob. Agents Chemother., 2014 58, 936-949.;;Urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 1362;Acinetobacter baumannii NIPH 1362;;NIPH 1362;30;J. Med. Microbiol., 2004, 53, 147-153|PLoS ONE, 2010, 5, e10034;;Human, tracheal aspirate;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 146;Acinetobacter baumannii NIPH 146;;NIPH 146;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, wound;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 1669;Acinetobacter baumannii NIPH 1669;;NIPH 1669;30;Res. Microbiol., 2011, 162, 393-404.;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 1734;Acinetobacter baumannii NIPH 1734;;NIPH 1734;30;J. Med. Microbiol., 2004, 53, 147-153.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 190;Acinetobacter baumannii NIPH 190;;NIPH 190;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, tracheal secretion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 201;Acinetobacter baumannii NIPH 201;;NIPH 201;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, nasal swab;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 2061;Acinetobacter baumannii NIPH 2061;;NIPH 2061;30;Unpublished.;;Human, I.V. cannula;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 24;Acinetobacter baumannii NIPH 24;;NIPH 24;30;PLoS ONE, 2010, 5, e10034;;Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 290;Acinetobacter baumannii NIPH 290;;NIPH 290;30;J. Med. Microbiol., 2004, 53, 147-153|Antimicrob. Agents Chemother., 2014, 58, 936-949.;;Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 329;Acinetobacter baumannii NIPH 329;;NIPH 329;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, tracheal secretion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 335;Acinetobacter baumannii NIPH 335;;NIPH 335;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 410;Acinetobacter baumannii NIPH 410;;NIPH 410;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, cannula;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 527;Acinetobacter baumannii NIPH 527;;NIPH 527|CCM 7289|LMG 10543|RUH 875;30;J. Clin. Microbiol., 1996, 34, 1519-1525|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 528;Acinetobacter baumannii NIPH 528;;NIPH 528|CCM 7290|LMG 10541|RUH 134;30;J. Clin. Microbiol., 1996, 34, 1519-1525|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 60;Acinetobacter baumannii NIPH 60;;NIPH 60;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 601;Acinetobacter baumannii NIPH 601;;NIPH 601;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404.;;Human, urine;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 615;Acinetobacter baumannii NIPH 615;;NIPH 615;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404.;;Human, tracheal secretion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baumannii;NIPH 67;Acinetobacter baumannii NIPH 67;;NIPH 67;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404.;;Human, tracheal secretion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 70;Acinetobacter baumannii NIPH 70;;NIPH 70;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, tracheal secretion;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baumannii;NIPH 80;Acinetobacter baumannii NIPH 80;;NIPH 80;30;J. Med. Microbiol., 2004, 53, 147-153|Res. Microbiol., 2011, 162, 393-404|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Human, I.V. cannula;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Acinetobacter;Acinetobacter baylyi;;Acinetobacter baylyi;yes;CCUG 51249|NIPH 838|LUH 4759|CCM 7266;30;Int. J. Syst. Evol. Microbiol., 2009, 59, 118-124|Genom. Biol. Evol., 2014, 6(10), 2866-2882|Antimicrob. Agents Chemother., 2014 58, 936-949.;;Human, wound;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baylyi;DSM 14959;Acinetobacter baylyi DSM 14959;;DSM 14959;30;System. Appl. Microbiol., 2001, 24, 430-442|Int. J. Syst. Evol. Microbiol., 2003, 53, 953-963.;;Albuny waste water treatment plant;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter baylyi;DSM 14961;Acinetobacter baylyi DSM 14961;yes;DSM 14961|CCM 7195|CCUG 50765;30;System. Appl. Microbiol., 2001, 24, 430-442|Int. J. Syst. Evol. Microbiol., 2003, 53, 953-963|Int. J. Syst. Evol. Microbiol., 2003, 53, 1703-1705|Int. J. Syst. Evol. Microbiol., 2011, January 14, doi: 10.1099/ijs.0.027045-0|Genom. Biol. Evol., 2014, 6(10), 2866-2882|Antimicrob. Agents Chemother., 2014 58, 936-949.;;Bendigo waste water treatment plant;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter beijerinckii;;Acinetobacter beijerinckii;;NIPH 3;30;Int. J. Syst. Evol. Microbiol., 2010, 60, 896-903|Genome Biol. Evol. 2014, 6(10), 2866–2882.;;Hospital environment;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Acinetobacter;Acinetobacter bereziniae;;Acinetobacter bereziniae;yes;ANC 3994|CCUG 63842|CCM 8462;30;Genome Biol.Evol.2014,6(10), 2866–2882|System. Appl. Microbiol., 2014, 37, 467-473|Int. J. Syst. Evol. Microbiol., 2015, 65, 1-4.;;Forest mud;aerobic;
