locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMCHIPE_01401	CDS	738				hypothetical protein
JKMCHIPE_01402	CDS	222				hypothetical protein
JKMCHIPE_01403	CDS	1032				hypothetical protein
JKMCHIPE_01404	CDS	1404	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
JKMCHIPE_01405	CDS	636				hypothetical protein
JKMCHIPE_01406	CDS	681	cmk	2.7.4.25	COG0283	Cytidylate kinase
JKMCHIPE_01407	CDS	1230	ypfD		COG0539	30S ribosomal protein S1 
JKMCHIPE_01408	CDS	1311	der		COG1160	GTPase Der
JKMCHIPE_01409	CDS	276	hupA		COG0776	DNA-binding protein HU 1
JKMCHIPE_01410	CDS	1047				hypothetical protein
JKMCHIPE_01411	CDS	1260	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
JKMCHIPE_01412	CDS	582				hypothetical protein
JKMCHIPE_01413	CDS	876				hypothetical protein
JKMCHIPE_01414	CDS	333	ypjD		COG1694	putative protein YpjD
JKMCHIPE_01415	CDS	1209	cca	2.7.7.72		CCA-adding enzyme
JKMCHIPE_01416	CDS	456				hypothetical protein
JKMCHIPE_01417	CDS	276				hypothetical protein
JKMCHIPE_01418	CDS	2079				hypothetical protein
JKMCHIPE_01419	CDS	1887	ettA		COG0488	Energy-dependent translational throttle protein EttA
JKMCHIPE_01420	CDS	948	thyA	2.1.1.45	COG0207	Thymidylate synthase
JKMCHIPE_01421	CDS	528	folA_2	1.5.1.3		Dihydrofolate reductase
JKMCHIPE_01422	CDS	654				hypothetical protein
JKMCHIPE_01423	CDS	843			COG1307	DegV domain-containing protein
JKMCHIPE_01424	CDS	897				hypothetical protein
JKMCHIPE_01425	CDS	714				hypothetical protein
JKMCHIPE_01426	CDS	519	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
JKMCHIPE_01427	CDS	228				hypothetical protein
JKMCHIPE_01428	CDS	552	sipV	3.4.21.89	COG0681	Signal peptidase I V
JKMCHIPE_01429	CDS	273				hypothetical protein
JKMCHIPE_01430	CDS	954			COG2826	IS30 family transposase IS1252
JKMCHIPE_01431	CDS	375	folT_1			Folate transporter FolT
JKMCHIPE_01432	CDS	399				hypothetical protein
JKMCHIPE_01433	CDS	861	rbgA		COG1161	Ribosome biogenesis GTPase A
JKMCHIPE_01434	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
JKMCHIPE_01435	CDS	858	dprA		COG0758	DNA processing protein DprA
JKMCHIPE_01436	CDS	2079	topA	5.6.2.1		DNA topoisomerase 1
JKMCHIPE_01437	CDS	1326	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
JKMCHIPE_01438	CDS	906	xerC_5		COG4974	Tyrosine recombinase XerC
JKMCHIPE_01439	CDS	549	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
JKMCHIPE_01440	CDS	1401	clpY		COG1220	ATP-dependent protease ATPase subunit ClpY
JKMCHIPE_01441	CDS	792	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
JKMCHIPE_01442	CDS	876	lacX_1			Protein LacX, plasmid
JKMCHIPE_01443	CDS	639	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
JKMCHIPE_01444	CDS	435	yccU		COG1832	putative protein YccU
JKMCHIPE_01445	CDS	2046	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
JKMCHIPE_01446	CDS	2451	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
JKMCHIPE_01447	CDS	2232	pflB	2.3.1.54		Formate acetyltransferase
JKMCHIPE_01448	CDS	762	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
JKMCHIPE_01449	CDS	927	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
JKMCHIPE_01450	CDS	894				hypothetical protein
JKMCHIPE_01451	CDS	633				hypothetical protein
JKMCHIPE_01452	CDS	543				hypothetical protein
JKMCHIPE_01453	CDS	390				hypothetical protein
JKMCHIPE_01454	CDS	765	menH_2	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JKMCHIPE_01455	CDS	948	galS		COG1609	HTH-type transcriptional regulator GalS
JKMCHIPE_01456	CDS	741				hypothetical protein
JKMCHIPE_01457	CDS	669				hypothetical protein
JKMCHIPE_01458	CDS	288				hypothetical protein
JKMCHIPE_01459	CDS	1539				hypothetical protein
JKMCHIPE_01460	CDS	966	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JKMCHIPE_01461	CDS	1323	garB	1.8.1.16		Glutathione amide reductase
JKMCHIPE_01462	CDS	744	ribX			Riboflavin transport system permease protein RibX
JKMCHIPE_01463	CDS	993	thiY		COG0715	Formylaminopyrimidine-binding protein
JKMCHIPE_01464	CDS	738	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
JKMCHIPE_01465	CDS	723	dtd3_1	3.1.1.96		D-aminoacyl-tRNA deacylase
JKMCHIPE_01466	CDS	624				hypothetical protein
JKMCHIPE_01467	CDS	693	smc_5			Chromosome partition protein Smc
JKMCHIPE_01468	CDS	291				hypothetical protein
JKMCHIPE_01469	CDS	243	fosX		COG0346	Fosfomycin resistance protein FosX
JKMCHIPE_01470	CDS	1371				hypothetical protein
JKMCHIPE_01471	tRNA	85				tRNA-Leu(gag)
JKMCHIPE_01472	CDS	162				hypothetical protein
JKMCHIPE_01473	CDS	1221	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
JKMCHIPE_01474	CDS	837				hypothetical protein
JKMCHIPE_01475	CDS	1149	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
JKMCHIPE_01476	CDS	1059				hypothetical protein
JKMCHIPE_01477	CDS	1020	hgdH	1.1.1.399	COG1052	(R)-2-hydroxyglutarate dehydrogenase
JKMCHIPE_01478	CDS	717	dcuR		COG4565	Transcriptional regulatory protein DcuR
JKMCHIPE_01479	CDS	1581	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
JKMCHIPE_01480	CDS	525	yuaF			putative membrane protein YuaF
JKMCHIPE_01481	CDS	1500	yqiK		COG2268	Inner membrane protein YqiK
JKMCHIPE_01482	CDS	603				hypothetical protein
JKMCHIPE_01483	CDS	957				hypothetical protein
JKMCHIPE_01484	CDS	957	iolU_1	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
JKMCHIPE_01485	CDS	561				hypothetical protein
JKMCHIPE_01486	CDS	825	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
JKMCHIPE_01487	CDS	618	lytG	3.2.1.-	COG1705	Exo-glucosaminidase LytG
JKMCHIPE_01488	CDS	684				hypothetical protein
JKMCHIPE_01489	CDS	1284	yesO		COG1653	Putative ABC transporter substrate-binding protein YesO
JKMCHIPE_01490	CDS	888	lacF_5			Lactose transport system permease protein LacF
JKMCHIPE_01491	CDS	159				hypothetical protein
JKMCHIPE_01492	CDS	504	araQ_3		COG0395	L-arabinose transport system permease protein AraQ
JKMCHIPE_01493	CDS	624				hypothetical protein
JKMCHIPE_01494	CDS	1293	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
JKMCHIPE_01495	CDS	582	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
JKMCHIPE_01496	CDS	1308				Nucleobase transporter PlUacP
JKMCHIPE_01497	CDS	489	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JKMCHIPE_01498	CDS	1125	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
JKMCHIPE_01499	CDS	1296	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
JKMCHIPE_01500	CDS	378				hypothetical protein
JKMCHIPE_01501	CDS	729	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
JKMCHIPE_01502	CDS	255	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
JKMCHIPE_01503	CDS	672	purQ	6.3.5.3	COG0047	Phosphoribosylformylglycinamidine synthase subunit PurQ
JKMCHIPE_01504	CDS	1365	purL_1	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
JKMCHIPE_01505	CDS	873	purL_2	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
JKMCHIPE_01506	CDS	1440	purF	2.4.2.14		Amidophosphoribosyltransferase
JKMCHIPE_01507	CDS	1053	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
JKMCHIPE_01508	CDS	579	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
JKMCHIPE_01509	CDS	1536	purH			Bifunctional purine biosynthesis protein PurH
JKMCHIPE_01510	CDS	1275	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
JKMCHIPE_01511	CDS	915	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
JKMCHIPE_01512	CDS	1566	rhaR_2			HTH-type transcriptional activator RhaR
JKMCHIPE_01513	CDS	1452	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
JKMCHIPE_01514	CDS	1017	ytfQ			ABC transporter periplasmic-binding protein YtfQ
JKMCHIPE_01515	CDS	1089	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
JKMCHIPE_01516	CDS	1527	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
JKMCHIPE_01517	CDS	1206	xylH		COG4214	Xylose transport system permease protein XylH
JKMCHIPE_01518	CDS	978	guaC	1.7.1.7	COG0516	GMP reductase
JKMCHIPE_01519	CDS	1425	norG		COG1167	HTH-type transcriptional regulator NorG
JKMCHIPE_01520	CDS	1110	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
JKMCHIPE_01521	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
JKMCHIPE_01522	CDS	1644	gcvH_2			Glycine cleavage system H protein
JKMCHIPE_01523	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
JKMCHIPE_01524	CDS	276				hypothetical protein
JKMCHIPE_01525	CDS	759	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
JKMCHIPE_01526	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
JKMCHIPE_01527	CDS	1773	recQ_2	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
JKMCHIPE_01528	CDS	303				hypothetical protein
JKMCHIPE_01529	CDS	1164	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
JKMCHIPE_01530	CDS	3429	pycA	6.4.1.1		Pyruvate carboxylase
JKMCHIPE_01531	CDS	1125				hypothetical protein
JKMCHIPE_01532	CDS	447				hypothetical protein
JKMCHIPE_01533	CDS	339				hypothetical protein
JKMCHIPE_01534	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
JKMCHIPE_01535	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
JKMCHIPE_01536	CDS	1044	ylbL		COG3480	putative protein YlbL
JKMCHIPE_01537	CDS	777				hypothetical protein
JKMCHIPE_01538	CDS	330				hypothetical protein
JKMCHIPE_01539	CDS	219				hypothetical protein
JKMCHIPE_01540	CDS	540	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
JKMCHIPE_01541	CDS	2274	comEC		COG0658	ComE operon protein 3
JKMCHIPE_01542	CDS	1047	yqeN		COG1466	putative protein YqeN
JKMCHIPE_01543	CDS	255	rpsT			30S ribosomal protein S20
JKMCHIPE_01544	CDS	270				hypothetical protein
JKMCHIPE_01545	CDS	456				hypothetical protein
JKMCHIPE_01546	CDS	1929	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
JKMCHIPE_01547	CDS	834	uppP	3.6.1.27		Undecaprenyl-diphosphatase
JKMCHIPE_01548	CDS	705	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JKMCHIPE_01549	CDS	627		3.-.-.-		putative metallo-hydrolase
JKMCHIPE_01550	CDS	2376	dinG_2	3.1.-.-		3'-5' exonuclease DinG
JKMCHIPE_01551	CDS	492				hypothetical protein
JKMCHIPE_01552	CDS	939				hypothetical protein
JKMCHIPE_01553	CDS	345				hypothetical protein
JKMCHIPE_01554	CDS	978	xerD_2			Tyrosine recombinase XerD
JKMCHIPE_01555	CDS	1272				hypothetical protein
JKMCHIPE_01556	CDS	1314				hypothetical protein
JKMCHIPE_01557	CDS	1200				hypothetical protein
JKMCHIPE_01558	CDS	573	xerC_6		COG4974	Tyrosine recombinase XerC
JKMCHIPE_01559	CDS	894				hypothetical protein
JKMCHIPE_01560	CDS	837				IS3 family transposase IS1485
JKMCHIPE_01561	CDS	291				IS3 family transposase IS1485
JKMCHIPE_01562	CDS	618				hypothetical protein
JKMCHIPE_01563	CDS	402				hypothetical protein
JKMCHIPE_01564	CDS	501				hypothetical protein
JKMCHIPE_01565	tRNA	86				tRNA-Leu(cag)
JKMCHIPE_01566	CDS	615				hypothetical protein
JKMCHIPE_01567	CDS	435				Putative universal stress protein
JKMCHIPE_01568	CDS	321				hypothetical protein
JKMCHIPE_01569	CDS	192				hypothetical protein
JKMCHIPE_01570	CDS	258				hypothetical protein
JKMCHIPE_01571	CDS	264				hypothetical protein
JKMCHIPE_01572	CDS	189				hypothetical protein
JKMCHIPE_01573	CDS	186				hypothetical protein
JKMCHIPE_01574	CDS	372				hypothetical protein
JKMCHIPE_01575	tRNA	73				tRNA-Gln(ctg)
JKMCHIPE_01576	CDS	429				hypothetical protein
JKMCHIPE_01577	CDS	759				hypothetical protein
JKMCHIPE_01578	CDS	198				hypothetical protein
JKMCHIPE_01579	CDS	483				hypothetical protein
JKMCHIPE_01580	CDS	597				hypothetical protein
JKMCHIPE_01581	CDS	1467	dtpT		COG3104	Di-/tripeptide transporter
JKMCHIPE_01582	CDS	3528	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
JKMCHIPE_01583	CDS	3723	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
JKMCHIPE_01584	CDS	342	yodB		COG1733	HTH-type transcriptional regulator YodB
JKMCHIPE_01585	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
JKMCHIPE_01586	CDS	2421	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
JKMCHIPE_01587	CDS	1011	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
JKMCHIPE_01588	CDS	738	glnQ_1	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
JKMCHIPE_01589	CDS	816	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
JKMCHIPE_01590	CDS	648	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
JKMCHIPE_01591	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
JKMCHIPE_01592	CDS	834	murI_1	5.1.1.3	COG0796	Glutamate racemase
JKMCHIPE_01593	CDS	1356	rph	2.7.7.56		Ribonuclease PH
JKMCHIPE_01594	CDS	519		3.1.4.-		Putative metallophosphoesterase MG207 
JKMCHIPE_01595	CDS	501				hypothetical protein
JKMCHIPE_01596	CDS	921	ykuT		COG0668	putative MscS family protein YkuT
JKMCHIPE_01597	CDS	1014	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JKMCHIPE_01598	CDS	756	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
JKMCHIPE_01599	CDS	441	fabZ_2	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
JKMCHIPE_01600	CDS	762				hypothetical protein
JKMCHIPE_01601	CDS	1095				hypothetical protein
JKMCHIPE_01602	CDS	936	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JKMCHIPE_01603	CDS	1011	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
JKMCHIPE_01604	CDS	1314	obg	3.6.5.-	COG0536	GTPase Obg
JKMCHIPE_01605	CDS	588				hypothetical protein
JKMCHIPE_01606	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
JKMCHIPE_01607	CDS	789	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
JKMCHIPE_01608	CDS	435				hypothetical protein
JKMCHIPE_01609	CDS	2298				hypothetical protein
JKMCHIPE_01610	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
JKMCHIPE_01611	CDS	219				hypothetical protein
JKMCHIPE_01612	CDS	624	lexA_1	3.4.21.88	COG1974	LexA repressor
JKMCHIPE_01613	CDS	252				hypothetical protein
JKMCHIPE_01614	CDS	1998	tkt	2.2.1.1		Transketolase
JKMCHIPE_01615	CDS	888		3.2.1.-	COG1388	Autolysin
JKMCHIPE_01616	CDS	927	cysK	2.5.1.47		Cysteine synthase
JKMCHIPE_01617	CDS	447	perR		COG0735	Peroxide operon regulator
JKMCHIPE_01618	CDS	1353	nox_2	1.6.99.3	COG0446	NADH oxidase
JKMCHIPE_01619	CDS	288				hypothetical protein
JKMCHIPE_01620	CDS	444				hypothetical protein
JKMCHIPE_01621	CDS	1185	tetA			Tetracycline resistance protein, class C
JKMCHIPE_01622	CDS	699	dnaD		COG3935	DNA replication protein DnaD
JKMCHIPE_01623	CDS	678	nth	4.2.99.18	COG0177	Endonuclease III
JKMCHIPE_01624	CDS	498				hypothetical protein
JKMCHIPE_01625	CDS	2382	ponA_2		COG0744	Penicillin-binding protein 1A
JKMCHIPE_01626	CDS	648	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
JKMCHIPE_01627	CDS	540				hypothetical protein
JKMCHIPE_01628	CDS	420	gpsB			Cell cycle protein GpsB
JKMCHIPE_01629	CDS	1167	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
JKMCHIPE_01630	CDS	1497	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
JKMCHIPE_01631	CDS	684	yedJ		COG1418	putative protein YedJ
JKMCHIPE_01632	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
JKMCHIPE_01633	CDS	630				putative epimerase/dehydratase
JKMCHIPE_01634	CDS	333				putative epimerase/dehydratase
JKMCHIPE_01635	CDS	1350	steT_1		COG0531	Serine/threonine exchanger SteT
JKMCHIPE_01636	CDS	324				hypothetical protein
JKMCHIPE_01637	CDS	1164				hypothetical protein
JKMCHIPE_01638	CDS	1350	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
JKMCHIPE_01639	CDS	432		2.3.1.-		Acetyltransferase
JKMCHIPE_01640	CDS	2643	alaS	6.1.1.7		Alanine--tRNA ligase
JKMCHIPE_01641	CDS	597	panT_2			Pantothenate transporter PanT
JKMCHIPE_01642	CDS	1149	fieF			Ferrous-iron efflux pump FieF
JKMCHIPE_01643	CDS	414	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
JKMCHIPE_01644	CDS	432				hypothetical protein
JKMCHIPE_01645	CDS	234				hypothetical protein
JKMCHIPE_01646	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
JKMCHIPE_01647	CDS	387				hypothetical protein
JKMCHIPE_01648	CDS	699				hypothetical protein
JKMCHIPE_01649	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
JKMCHIPE_01650	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
JKMCHIPE_01651	CDS	540	pyrR			Bifunctional protein pyrR
JKMCHIPE_01652	CDS	1284	pyrP			Uracil permease
JKMCHIPE_01653	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
JKMCHIPE_01654	CDS	1281	pyrC	3.5.2.3		Dihydroorotase
JKMCHIPE_01655	CDS	1077	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
JKMCHIPE_01656	CDS	3186	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
JKMCHIPE_01657	CDS	777	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
JKMCHIPE_01658	CDS	933	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
JKMCHIPE_01659	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
JKMCHIPE_01660	CDS	630	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
JKMCHIPE_01661	CDS	642	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
JKMCHIPE_01662	CDS	705	cah	4.2.1.1	COG3338	Carbonic anhydrase
JKMCHIPE_01663	CDS	903	hdfR_2			HTH-type transcriptional regulator HdfR
JKMCHIPE_01664	CDS	1707	rqcH		COG1293	Rqc2 RqcH
JKMCHIPE_01665	CDS	624				hypothetical protein
JKMCHIPE_01666	CDS	1050				hypothetical protein
JKMCHIPE_01667	CDS	882				hypothetical protein
JKMCHIPE_01668	CDS	771	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
JKMCHIPE_01669	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
JKMCHIPE_01670	CDS	1164	tagU_3	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
JKMCHIPE_01671	CDS	411				hypothetical protein
JKMCHIPE_01672	CDS	2229	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
JKMCHIPE_01673	CDS	318				hypothetical protein
JKMCHIPE_01674	CDS	237				hypothetical protein
JKMCHIPE_01675	CDS	399				hypothetical protein
JKMCHIPE_01676	CDS	945	ldh_1	1.1.1.27		L-lactate dehydrogenase
JKMCHIPE_01677	CDS	174				hypothetical protein
JKMCHIPE_01678	CDS	696				hypothetical protein
JKMCHIPE_01679	CDS	1209				hypothetical protein
JKMCHIPE_01680	CDS	2016				hypothetical protein
JKMCHIPE_01681	CDS	1374	ulaA_3		COG3037	Ascorbate-specific PTS system EIIC component
JKMCHIPE_01682	CDS	285				hypothetical protein
JKMCHIPE_01683	CDS	2016				hypothetical protein
JKMCHIPE_01684	CDS	306				hypothetical protein
JKMCHIPE_01685	CDS	1032	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
JKMCHIPE_01686	CDS	876	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
JKMCHIPE_01687	CDS	843				hypothetical protein
JKMCHIPE_01688	CDS	1878				hypothetical protein
JKMCHIPE_01689	CDS	1422				hypothetical protein
JKMCHIPE_01690	CDS	2559				hypothetical protein
JKMCHIPE_01691	CDS	873			COG0577	putative ABC transporter permease
JKMCHIPE_01692	CDS	675	mprA			Response regulator MprA
JKMCHIPE_01693	CDS	1341	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
JKMCHIPE_01694	CDS	987	ysnF			Stress response protein YsnF
JKMCHIPE_01695	CDS	1032	xerC_7			Tyrosine recombinase XerC
JKMCHIPE_01696	CDS	963	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
JKMCHIPE_01697	CDS	576	menE_2	6.2.1.26		2-succinylbenzoate--CoA ligase
JKMCHIPE_01698	CDS	813	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
JKMCHIPE_01699	CDS	486	hmpT		COG4720	Thiamine precursor transporter HmpT
JKMCHIPE_01700	CDS	546				hypothetical protein
JKMCHIPE_01701	CDS	1644	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase
JKMCHIPE_01702	CDS	2229				hypothetical protein
JKMCHIPE_01703	CDS	480				hypothetical protein
JKMCHIPE_01704	CDS	849	degV		COG1307	Protein DegV
JKMCHIPE_01705	CDS	1611	murJ_1		COG2244	Lipid II flippase MurJ
JKMCHIPE_01706	CDS	318				hypothetical protein
JKMCHIPE_01707	CDS	780	ygaZ_1		COG1296	Inner membrane protein YgaZ
JKMCHIPE_01708	CDS	936	zitB			Zinc transporter ZitB
JKMCHIPE_01709	CDS	393				hypothetical protein
JKMCHIPE_01710	CDS	519				hypothetical protein
JKMCHIPE_01711	CDS	1074				hypothetical protein
JKMCHIPE_01712	CDS	918				hypothetical protein
JKMCHIPE_01713	CDS	192				hypothetical protein
JKMCHIPE_01714	CDS	1509				hypothetical protein
JKMCHIPE_01715	CDS	1182	nupC		COG1972	Nucleoside permease NupC
JKMCHIPE_01716	CDS	549	gmk_1	2.7.4.8	COG0194	Guanylate kinase
JKMCHIPE_01717	CDS	513				hypothetical protein
JKMCHIPE_01718	CDS	957				hypothetical protein
JKMCHIPE_01719	CDS	690				hypothetical protein
JKMCHIPE_01720	CDS	660	yecS_1		COG0765	L-cystine transport system permease protein YecS
JKMCHIPE_01721	CDS	837	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
JKMCHIPE_01722	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
JKMCHIPE_01723	CDS	945	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
JKMCHIPE_01724	CDS	648				hypothetical protein
JKMCHIPE_01725	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
JKMCHIPE_01726	CDS	816				hypothetical protein
JKMCHIPE_01727	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
JKMCHIPE_01728	CDS	1302				hypothetical protein
JKMCHIPE_01729	CDS	1260	mdxE		COG2182	Maltodextrin-binding protein MdxE
JKMCHIPE_01730	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
JKMCHIPE_01731	CDS	849				hypothetical protein
JKMCHIPE_01732	CDS	435				hypothetical protein
JKMCHIPE_01733	CDS	411	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
JKMCHIPE_01734	CDS	441	ohrR			Organic hydroperoxide resistance transcriptional regulator
JKMCHIPE_01735	CDS	1038				hypothetical protein
JKMCHIPE_01736	CDS	1314				hypothetical protein
JKMCHIPE_01737	CDS	1554				hypothetical protein
JKMCHIPE_01738	CDS	1083	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
JKMCHIPE_01739	CDS	1647	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
JKMCHIPE_01740	CDS	663	rspR_2		COG1802	HTH-type transcriptional repressor RspR
JKMCHIPE_01741	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JKMCHIPE_01742	CDS	1530	ahpF	1.6.99.3		NADH dehydrogenase
JKMCHIPE_01743	CDS	351				hypothetical protein
JKMCHIPE_01744	CDS	531				hypothetical protein
JKMCHIPE_01745	CDS	1152	napA			Na(+)/H(+) antiporter
JKMCHIPE_01746	CDS	2037	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
JKMCHIPE_01747	CDS	885	msrR			Regulatory protein MsrR
JKMCHIPE_01748	CDS	1164	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
JKMCHIPE_01749	CDS	207				hypothetical protein
JKMCHIPE_01750	CDS	615				hypothetical protein
JKMCHIPE_01751	CDS	684	nanE_2	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
JKMCHIPE_01752	CDS	459				hypothetical protein
JKMCHIPE_01753	CDS	1764	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
