locus_tag	ftype	length_bp	gene	EC_number	COG	product
EEFKBDCK_00385	CDS	2637	clpV1		COG0542	Protein ClpV1
EEFKBDCK_00386	CDS	1449				hypothetical protein
EEFKBDCK_00387	CDS	264				hypothetical protein
EEFKBDCK_00388	CDS	378				hypothetical protein
EEFKBDCK_00389	CDS	1101				hypothetical protein
EEFKBDCK_00390	CDS	1854				hypothetical protein
EEFKBDCK_00391	CDS	1017				hypothetical protein
EEFKBDCK_00392	CDS	396				hypothetical protein
EEFKBDCK_00393	CDS	996	astE_1	3.5.1.96	COG2988	Succinylglutamate desuccinylase
EEFKBDCK_00394	CDS	3069			COG0247	putative protein
EEFKBDCK_00395	CDS	1026				hypothetical protein
EEFKBDCK_00396	CDS	900	gcvA			Glycine cleavage system transcriptional activator
EEFKBDCK_00397	CDS	876		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
EEFKBDCK_00398	CDS	1080				hypothetical protein
EEFKBDCK_00399	CDS	1104	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EEFKBDCK_00400	CDS	1224				hypothetical protein
EEFKBDCK_00401	CDS	1419	murJ_1			lipid II flippase MurJ
EEFKBDCK_00402	CDS	1299				hypothetical protein
EEFKBDCK_00403	CDS	990				hypothetical protein
EEFKBDCK_00404	CDS	723	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
EEFKBDCK_00405	CDS	2160				hypothetical protein
EEFKBDCK_00406	CDS	648				hypothetical protein
EEFKBDCK_00407	CDS	1290				hypothetical protein
EEFKBDCK_00408	CDS	741				hypothetical protein
EEFKBDCK_00409	CDS	1464	astD_1	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
EEFKBDCK_00410	CDS	1032	astA_1	2.3.1.109	COG3138	Arginine N-succinyltransferase
EEFKBDCK_00411	CDS	1023	astA_2	2.3.1.109	COG3138	Arginine N-succinyltransferase subunit alpha
EEFKBDCK_00412	CDS	1221	aruC_1	2.6.1.11	COG4992	Succinylornithine transaminase/acetylornithine aminotransferase
EEFKBDCK_00413	CDS	966	cdhR_1		COG4977	HTH-type transcriptional regulator CdhR
EEFKBDCK_00414	CDS	288			COG0776	DNA-binding protein HRL53
EEFKBDCK_00415	rRNA	1530				16S ribosomal RNA
EEFKBDCK_00416	tRNA	77				tRNA-Ile(gat)
EEFKBDCK_00417	tRNA	76				tRNA-Ala(tgc)
EEFKBDCK_00418	rRNA	2890				23S ribosomal RNA
EEFKBDCK_00419	rRNA	109				5S ribosomal RNA
EEFKBDCK_00420	CDS	2355	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
EEFKBDCK_00421	CDS	1122		3.1.4.-	COG3437	putative cyclic di-GMP phosphodiesterase
EEFKBDCK_00422	CDS	1302				hypothetical protein
EEFKBDCK_00423	CDS	2034	prlC_1	3.4.24.70	COG0339	Oligopeptidase A
EEFKBDCK_00424	CDS	534	yrdA		COG0663	Protein YrdA
EEFKBDCK_00425	CDS	1623				hypothetical protein
EEFKBDCK_00426	CDS	1152	zapE		COG1485	Cell division protein ZapE
EEFKBDCK_00427	CDS	960		1.3.1.103		2-haloacrylate reductase
EEFKBDCK_00428	CDS	423				hypothetical protein
EEFKBDCK_00429	CDS	1500	mco	1.-.-.-		Multicopper oxidase mco
EEFKBDCK_00430	CDS	3885	putA		COG0506	Bifunctional protein PutA
EEFKBDCK_00431	CDS	630				hypothetical protein
EEFKBDCK_00432	CDS	198				hypothetical protein
EEFKBDCK_00433	CDS	546	yaeQ		COG4681	putative protein YaeQ
EEFKBDCK_00434	CDS	309				hypothetical protein
EEFKBDCK_00435	CDS	543				hypothetical protein
EEFKBDCK_00436	CDS	489				hypothetical protein
EEFKBDCK_00437	tRNA	75				tRNA-Arg(cct)
EEFKBDCK_00438	CDS	444				hypothetical protein
EEFKBDCK_00439	CDS	2364				hypothetical protein
EEFKBDCK_00440	CDS	315				hypothetical protein
EEFKBDCK_00441	CDS	762				hypothetical protein
EEFKBDCK_00442	CDS	912	scrK	2.7.1.4	COG0524	Fructokinase
EEFKBDCK_00443	CDS	1425	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
EEFKBDCK_00444	CDS	1377	sacX		COG1263	Negative regulator of SacY activity
EEFKBDCK_00445	CDS	1029	ccpA		COG1609	Catabolite control protein A
EEFKBDCK_00446	CDS	681				hypothetical protein
EEFKBDCK_00447	CDS	960	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
EEFKBDCK_00448	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
EEFKBDCK_00449	CDS	879	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
EEFKBDCK_00450	CDS	321		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
EEFKBDCK_00451	CDS	1266	htpX_1	3.4.24.-		Protease HtpX
EEFKBDCK_00452	CDS	567	orn	3.1.-.-	COG1949	Oligoribonuclease
EEFKBDCK_00453	CDS	480	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
EEFKBDCK_00454	CDS	597	hslV_2	3.4.25.2		ATP-dependent protease subunit HslV
EEFKBDCK_00455	CDS	870	hslO		COG1281	33 kDa chaperonin
EEFKBDCK_00456	CDS	1446	ydgA		COG5339	Protein YdgA
EEFKBDCK_00457	CDS	1371	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
EEFKBDCK_00458	CDS	849				hypothetical protein
EEFKBDCK_00459	CDS	1092	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
EEFKBDCK_00460	CDS	381				hypothetical protein
EEFKBDCK_00461	CDS	831	hpnC	4.2.3.156	COG1562	Hydroxysqualene synthase
EEFKBDCK_00462	CDS	501				hypothetical protein
EEFKBDCK_00463	CDS	1233	lysA	4.1.1.20		Diaminopimelate decarboxylase
EEFKBDCK_00464	CDS	441	lrpC		COG1522	HTH-type transcriptional regulator LrpC
EEFKBDCK_00465	CDS	129				hypothetical protein
EEFKBDCK_00466	CDS	312	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
EEFKBDCK_00467	CDS	417	yqaA		COG1238	Inner membrane protein YqaA
EEFKBDCK_00468	CDS	1434	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
EEFKBDCK_00469	CDS	435				hypothetical protein
EEFKBDCK_00470	CDS	480	gpx1_1	1.11.1.22		Hydroperoxy fatty acid reductase gpx1
EEFKBDCK_00471	CDS	1137	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
EEFKBDCK_00472	CDS	3222	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
EEFKBDCK_00473	CDS	483	greA		COG0782	Transcription elongation factor GreA
EEFKBDCK_00474	CDS	444				hypothetical protein
EEFKBDCK_00475	CDS	315			COG1534	RNA-binding protein
EEFKBDCK_00476	CDS	621	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
EEFKBDCK_00477	CDS	1917	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EEFKBDCK_00478	CDS	825	folP	2.5.1.15	COG0294	Dihydropteroate synthase
EEFKBDCK_00479	CDS	1362	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
EEFKBDCK_00480	CDS	297				hypothetical protein
EEFKBDCK_00481	CDS	768	pstB	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB
EEFKBDCK_00482	CDS	837	pstA		COG0581	Phosphate transport system permease protein PstA
EEFKBDCK_00483	CDS	957	pstC		COG0573	Phosphate transport system permease protein PstC
EEFKBDCK_00484	CDS	1041	pstS		COG0226	Phosphate-binding protein PstS
EEFKBDCK_00485	CDS	678	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
EEFKBDCK_00486	CDS	321	secG		COG1314	Protein-export membrane protein SecG
EEFKBDCK_00487	tRNA	85				tRNA-Leu(gag)
EEFKBDCK_00488	CDS	369	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
EEFKBDCK_00489	CDS	531	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
EEFKBDCK_00490	CDS	609	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
EEFKBDCK_00491	CDS	1257	nuoD	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
EEFKBDCK_00492	CDS	474	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
EEFKBDCK_00493	CDS	1290	nuoF	7.1.1.-		NADH-quinone oxidoreductase subunit F
EEFKBDCK_00494	CDS	2298	nqo3	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
EEFKBDCK_00495	CDS	1047	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
EEFKBDCK_00496	CDS	489	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
EEFKBDCK_00497	CDS	636	nuoJ	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
EEFKBDCK_00498	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
EEFKBDCK_00499	CDS	2037	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
EEFKBDCK_00500	CDS	1500	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
EEFKBDCK_00501	CDS	1455	nuoN	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
EEFKBDCK_00502	CDS	297				hypothetical protein
EEFKBDCK_00503	tRNA	77				tRNA-Val(gac)
EEFKBDCK_00504	CDS	1905	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase
EEFKBDCK_00505	CDS	546	infC		COG0290	Translation initiation factor IF-3
EEFKBDCK_00506	CDS	198	rpmI		COG0291	50S ribosomal protein L35
EEFKBDCK_00507	CDS	360	rplT			50S ribosomal protein L20
EEFKBDCK_00508	CDS	987	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
EEFKBDCK_00509	CDS	2355	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
EEFKBDCK_00510	CDS	348	ihfA		COG0776	Integration host factor subunit alpha
EEFKBDCK_00511	CDS	366				hypothetical protein
EEFKBDCK_00512	tRNA	77				tRNA-Pro(ggg)
EEFKBDCK_00513	CDS	672				IS3 family transposase ISShfr8
EEFKBDCK_00514	CDS	1029				hypothetical protein
EEFKBDCK_00515	CDS	5508				hypothetical protein
EEFKBDCK_00516	CDS	5013				hypothetical protein
EEFKBDCK_00517	CDS	489				hypothetical protein
EEFKBDCK_00518	CDS	378				hypothetical protein
EEFKBDCK_00519	CDS	2640				hypothetical protein
EEFKBDCK_00520	CDS	1257				hypothetical protein
EEFKBDCK_00521	CDS	468	xcpT_1		COG2165	Type II secretion system protein G
EEFKBDCK_00522	CDS	1272				hypothetical protein
EEFKBDCK_00523	CDS	1698				hypothetical protein
EEFKBDCK_00524	CDS	1383				hypothetical protein
EEFKBDCK_00525	CDS	654				hypothetical protein
EEFKBDCK_00526	CDS	642				hypothetical protein
EEFKBDCK_00527	CDS	2460	sctC_1			Type 3 secretion system secretin
EEFKBDCK_00528	CDS	495				hypothetical protein
EEFKBDCK_00529	CDS	384				hypothetical protein
EEFKBDCK_00530	CDS	561				hypothetical protein
EEFKBDCK_00531	CDS	945				hypothetical protein
EEFKBDCK_00532	CDS	891				hypothetical protein
EEFKBDCK_00533	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_00534	CDS	828				IS3 family transposase ISShfr8
EEFKBDCK_00535	CDS	267				IS3 family transposase ISXcd1
EEFKBDCK_00536	CDS	345				hypothetical protein
EEFKBDCK_00537	CDS	171				hypothetical protein
EEFKBDCK_00538	CDS	906				hypothetical protein
EEFKBDCK_00539	CDS	3561				hypothetical protein
EEFKBDCK_00540	CDS	1200				hypothetical protein
EEFKBDCK_00541	CDS	1563				hypothetical protein
EEFKBDCK_00542	CDS	1551	ntrC_1		COG2204	DNA-binding transcriptional regulator NtrC
EEFKBDCK_00543	CDS	1131				hypothetical protein
EEFKBDCK_00544	CDS	1485				hypothetical protein
EEFKBDCK_00545	CDS	216				hypothetical protein
EEFKBDCK_00546	CDS	639				hypothetical protein
EEFKBDCK_00547	CDS	954				hypothetical protein
EEFKBDCK_00548	CDS	987				hypothetical protein
EEFKBDCK_00549	CDS	942				hypothetical protein
EEFKBDCK_00550	CDS	633				hypothetical protein
EEFKBDCK_00551	CDS	3108				hypothetical protein
EEFKBDCK_00552	CDS	4512				hypothetical protein
EEFKBDCK_00553	CDS	561				hypothetical protein
EEFKBDCK_00554	CDS	510				hypothetical protein
EEFKBDCK_00555	CDS	270				hypothetical protein
EEFKBDCK_00556	CDS	648				hypothetical protein
EEFKBDCK_00557	CDS	1263				hypothetical protein
EEFKBDCK_00558	CDS	372				hypothetical protein
EEFKBDCK_00559	CDS	123				hypothetical protein
EEFKBDCK_00560	CDS	201				hypothetical protein
EEFKBDCK_00561	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
EEFKBDCK_00562	CDS	915	dmlR_1			HTH-type transcriptional regulator DmlR
EEFKBDCK_00563	CDS	984				IS110 family transposase IS1663
EEFKBDCK_00564	CDS	1425	intA_1		COG0582	Prophage integrase IntA
EEFKBDCK_00565	CDS	951				hypothetical protein
EEFKBDCK_00566	CDS	402				hypothetical protein
EEFKBDCK_00567	CDS	240				hypothetical protein
EEFKBDCK_00568	CDS	1911				hypothetical protein
EEFKBDCK_00569	CDS	459				hypothetical protein
EEFKBDCK_00570	CDS	252				hypothetical protein
EEFKBDCK_00571	CDS	267				hypothetical protein
EEFKBDCK_00572	CDS	501				hypothetical protein
EEFKBDCK_00573	CDS	270				hypothetical protein
EEFKBDCK_00574	CDS	225				hypothetical protein
EEFKBDCK_00575	CDS	336				hypothetical protein
EEFKBDCK_00576	CDS	363				hypothetical protein
EEFKBDCK_00577	CDS	1056				hypothetical protein
EEFKBDCK_00578	CDS	411				hypothetical protein
EEFKBDCK_00579	CDS	2958				hypothetical protein
EEFKBDCK_00580	CDS	723	hindIIIM	2.1.1.72		Modification methylase HindIII
EEFKBDCK_00581	CDS	102				hypothetical protein
EEFKBDCK_00582	CDS	306				hypothetical protein
EEFKBDCK_00583	CDS	519				hypothetical protein
EEFKBDCK_00584	CDS	1179	gpFI			Putative prophage major tail sheath protein
EEFKBDCK_00585	CDS	525				hypothetical protein
EEFKBDCK_00586	CDS	2454				hypothetical protein
EEFKBDCK_00587	CDS	546				hypothetical protein
EEFKBDCK_00588	CDS	900				hypothetical protein
EEFKBDCK_00589	CDS	351				hypothetical protein
EEFKBDCK_00590	CDS	723				hypothetical protein
EEFKBDCK_00591	CDS	951				hypothetical protein
EEFKBDCK_00592	CDS	453				hypothetical protein
EEFKBDCK_00593	CDS	462				hypothetical protein
EEFKBDCK_00594	CDS	459				hypothetical protein
EEFKBDCK_00595	CDS	654				hypothetical protein
EEFKBDCK_00596	CDS	369				hypothetical protein
EEFKBDCK_00597	CDS	207				hypothetical protein
EEFKBDCK_00598	CDS	303				hypothetical protein
EEFKBDCK_00599	CDS	621				hypothetical protein
EEFKBDCK_00600	CDS	1086				hypothetical protein
EEFKBDCK_00601	CDS	789				hypothetical protein
EEFKBDCK_00602	CDS	1752				hypothetical protein
EEFKBDCK_00603	CDS	1023				hypothetical protein
EEFKBDCK_00604	CDS	279				hypothetical protein
EEFKBDCK_00605	CDS	321				hypothetical protein
EEFKBDCK_00606	CDS	759				hypothetical protein
EEFKBDCK_00607	CDS	873				hypothetical protein
EEFKBDCK_00608	CDS	1011				IS110 family transposase ISOt5
EEFKBDCK_00609	CDS	678				hypothetical protein
EEFKBDCK_00610	CDS	612				hypothetical protein
EEFKBDCK_00611	CDS	519				hypothetical protein
EEFKBDCK_00612	CDS	216				hypothetical protein
EEFKBDCK_00613	CDS	501				hypothetical protein
EEFKBDCK_00614	CDS	393				IS481 family transposase ISEcret8
EEFKBDCK_00615	CDS	444				IS481 family transposase IS1419
EEFKBDCK_00616	CDS	1089				IS3 family transposase ISCARN101
EEFKBDCK_00617	CDS	498				hypothetical protein
EEFKBDCK_00618	CDS	1083				hypothetical protein
EEFKBDCK_00619	CDS	450	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
EEFKBDCK_00620	CDS	270	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
EEFKBDCK_00621	CDS	1257	ulaA		COG3037	Ascorbate-specific PTS system EIIC component
EEFKBDCK_00622	CDS	162				hypothetical protein
EEFKBDCK_00623	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_00624	CDS	459	vgrG1	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
EEFKBDCK_00625	CDS	2055				hypothetical protein
EEFKBDCK_00626	CDS	819				hypothetical protein
EEFKBDCK_00627	CDS	249				hypothetical protein
EEFKBDCK_00628	CDS	204				hypothetical protein
EEFKBDCK_00629	CDS	441				hypothetical protein
EEFKBDCK_00630	CDS	1905				hypothetical protein
EEFKBDCK_00631	CDS	240				hypothetical protein
EEFKBDCK_00632	CDS	1164				hypothetical protein
EEFKBDCK_00633	CDS	1905	glpG	3.4.21.105		Rhomboid protease GlpG
EEFKBDCK_00634	CDS	828				IS3 family transposase ISShfr8
EEFKBDCK_00635	CDS	267				IS3 family transposase ISXcd1
EEFKBDCK_00636	CDS	138				hypothetical protein
EEFKBDCK_00637	CDS	750			COG3039	IS5 family transposase ISPa67
EEFKBDCK_00638	CDS	450				hypothetical protein
EEFKBDCK_00639	CDS	747	yxeM		COG0834	putative amino-acid-binding protein YxeM
EEFKBDCK_00640	CDS	1110				hypothetical protein
EEFKBDCK_00641	CDS	651	atoD	2.8.3.8	COG1788	Acetate CoA-transferase subunit alpha
EEFKBDCK_00642	CDS	453	atoA_1	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
EEFKBDCK_00643	CDS	246	atoA_2	2.8.3.8	COG2057	Acetate CoA-transferase subunit beta
EEFKBDCK_00644	CDS	1344	atoE		COG2031	Putative short-chain fatty acid transporter
EEFKBDCK_00645	CDS	1182	atoB	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
EEFKBDCK_00646	CDS	1878	atoS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
EEFKBDCK_00647	CDS	1392	atoC_1		COG2204	Regulatory protein AtoC
EEFKBDCK_00648	CDS	2022	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
EEFKBDCK_00649	CDS	552				hypothetical protein
EEFKBDCK_00650	CDS	756				hypothetical protein
EEFKBDCK_00651	CDS	303	nirM_1		COG4654	Cytochrome c-551
EEFKBDCK_00652	CDS	1383	cysG		COG0007	Siroheme synthase
EEFKBDCK_00653	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
EEFKBDCK_00654	CDS	432				hypothetical protein
EEFKBDCK_00655	CDS	930	thiE_1	2.5.1.3		Thiamine-phosphate synthase
EEFKBDCK_00656	CDS	1356	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
EEFKBDCK_00657	CDS	609	tolQ_1			Tol-Pal system protein TolQ
EEFKBDCK_00658	CDS	423	exbD_1		COG0848	Biopolymer transport protein ExbD
EEFKBDCK_00659	CDS	966	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
EEFKBDCK_00660	CDS	183				hypothetical protein
EEFKBDCK_00661	CDS	771	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
EEFKBDCK_00662	CDS	657	adk	2.7.4.3		Adenylate kinase
EEFKBDCK_00663	CDS	1041				IS481 family transposase IS1419
EEFKBDCK_00664	CDS	1221	cdgJ_2	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
EEFKBDCK_00665	CDS	1896	cheA_1	2.7.13.3	COG0643	Chemotaxis protein CheA
EEFKBDCK_00666	CDS	792				hypothetical protein
EEFKBDCK_00667	CDS	390	cheY_1		COG0784	Chemotaxis protein CheY
EEFKBDCK_00668	CDS	126				hypothetical protein
EEFKBDCK_00669	CDS	870	cheV_1		COG0784	Chemotaxis protein CheV
EEFKBDCK_00670	CDS	951	cheV_2		COG0784	Chemotaxis protein CheV
EEFKBDCK_00671	CDS	1182	atoS_2	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
EEFKBDCK_00672	CDS	306				STAS-domain containing protein
EEFKBDCK_00673	CDS	1722	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
EEFKBDCK_00674	CDS	1197				hypothetical protein
EEFKBDCK_00675	CDS	366	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
EEFKBDCK_00676	CDS	2157	cheA_2	2.7.13.3	COG0643	Chemotaxis protein CheA
EEFKBDCK_00677	CDS	486	cheW		COG0835	Chemotaxis protein CheW
EEFKBDCK_00678	CDS	2829				hypothetical protein
EEFKBDCK_00679	CDS	855	cheR_1	2.1.1.80		Chemotaxis protein methyltransferase
EEFKBDCK_00680	CDS	609	cheD_1	3.5.1.44		Chemoreceptor glutamine deamidase CheD
EEFKBDCK_00681	CDS	1083	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
EEFKBDCK_00682	CDS	1359	atoC_2		COG2204	Regulatory protein AtoC
EEFKBDCK_00683	CDS	324	fliE		COG1677	Flagellar hook-basal body complex protein FliE
EEFKBDCK_00684	CDS	1728	fliF		COG1766	Flagellar M-ring protein
EEFKBDCK_00685	CDS	1008	fliG		COG1536	Flagellar motor switch protein FliG
EEFKBDCK_00686	CDS	963				hypothetical protein
EEFKBDCK_00687	CDS	1440	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
EEFKBDCK_00688	CDS	441	fliJ		COG2882	Flagellar FliJ protein
EEFKBDCK_00689	CDS	1995	nagE		COG1263	PTS system N-acetylglucosamine-specific EIICBA component
EEFKBDCK_00690	CDS	981	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
EEFKBDCK_00691	CDS	723	nagR_2		COG2188	HTH-type transcriptional repressor NagR
EEFKBDCK_00692	CDS	375	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
EEFKBDCK_00693	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
EEFKBDCK_00694	CDS	1764	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
EEFKBDCK_00695	CDS	702	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
EEFKBDCK_00696	CDS	255				hypothetical protein
EEFKBDCK_00697	CDS	1287	gltA	2.3.3.16	COG0372	Citrate synthase
EEFKBDCK_00698	CDS	2859	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
EEFKBDCK_00699	CDS	1224	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
EEFKBDCK_00700	CDS	1437	lpd	1.8.1.4		Dihydrolipoyl dehydrogenase
EEFKBDCK_00701	CDS	1170	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
EEFKBDCK_00702	CDS	885	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EEFKBDCK_00703	CDS	738				hypothetical protein
EEFKBDCK_00704	CDS	741				hypothetical protein
EEFKBDCK_00705	CDS	879				hypothetical protein
EEFKBDCK_00706	CDS	915				hypothetical protein
EEFKBDCK_00707	CDS	774				hypothetical protein
EEFKBDCK_00708	CDS	1971				hypothetical protein
EEFKBDCK_00709	CDS	1203				hypothetical protein
EEFKBDCK_00710	CDS	1287				hypothetical protein
EEFKBDCK_00711	CDS	1254				hypothetical protein
EEFKBDCK_00712	CDS	1104				hypothetical protein
EEFKBDCK_00713	CDS	1401				hypothetical protein
EEFKBDCK_00714	CDS	822	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
EEFKBDCK_00715	CDS	1407	murJ_2			lipid II flippase MurJ
EEFKBDCK_00716	CDS	735				hypothetical protein
EEFKBDCK_00717	CDS	735	clcD	3.1.1.45		Carboxymethylenebutenolidase
EEFKBDCK_00718	CDS	1659		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
EEFKBDCK_00719	CDS	483	mshD	2.3.1.189		Mycothiol acetyltransferase
EEFKBDCK_00720	CDS	405				hypothetical protein
EEFKBDCK_00721	CDS	507	resA_1			Thiol-disulfide oxidoreductase ResA
EEFKBDCK_00722	CDS	930	cmpR			HTH-type transcriptional activator CmpR
EEFKBDCK_00723	CDS	747	etfB			Electron transfer flavoprotein subunit beta
EEFKBDCK_00724	CDS	942	etfA		COG2025	Electron transfer flavoprotein subunit alpha
EEFKBDCK_00725	CDS	777	fpr	1.18.1.2	COG1018	Ferredoxin--NADP reductase
EEFKBDCK_00726	CDS	894	nhaR		COG0583	Transcriptional activator protein NhaR
EEFKBDCK_00727	CDS	960	alx		COG0861	Putative membrane-bound redox modulator Alx
EEFKBDCK_00728	CDS	942				hypothetical protein
EEFKBDCK_00729	CDS	312				Membrane-associated protein
EEFKBDCK_00730	CDS	1077	ydiK_1		COG0628	Putative transport protein YdiK
EEFKBDCK_00731	CDS	1944				hypothetical protein
EEFKBDCK_00732	CDS	549				hypothetical protein
EEFKBDCK_00733	CDS	1119	ugtP	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
EEFKBDCK_00734	CDS	552				hypothetical protein
EEFKBDCK_00735	CDS	579				hypothetical protein
EEFKBDCK_00736	CDS	306				hypothetical protein
EEFKBDCK_00737	CDS	201	mdtH			Multidrug resistance protein MdtH
EEFKBDCK_00738	CDS	1317	dctA		COG1301	C4-dicarboxylate transport protein
EEFKBDCK_00739	CDS	1368	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
EEFKBDCK_00740	CDS	348				hypothetical protein
EEFKBDCK_00741	CDS	1161	pntAA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha part 1
EEFKBDCK_00742	CDS	324				hypothetical protein
EEFKBDCK_00743	CDS	2649				hypothetical protein
EEFKBDCK_00744	CDS	774				hypothetical protein
EEFKBDCK_00745	CDS	960				hypothetical protein
EEFKBDCK_00746	CDS	2169				hypothetical protein
EEFKBDCK_00747	CDS	405	flgB		COG1815	Flagellar basal body rod protein FlgB
EEFKBDCK_00748	CDS	414	flgC		COG1558	Flagellar basal-body rod protein FlgC
EEFKBDCK_00749	CDS	672	flgD		COG1843	Basal-body rod modification protein FlgD
