# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	101770	103320	+	RRC96183.1			Hsp70 family protein			EII11_00450	1551	516	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	103339	105126	+							EII11_00455	1788		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	103339	105126	+	RRC96184.1			hypothetical protein			EII11_00455	1788	595	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	105167	106087	+							EII11_00460	921		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	105167	106087	+	RRC96185.1			hypothetical protein			EII11_00460	921	306	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	106084	108639	+							EII11_00465	2556		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	106084	108639	+	RRC96186.1			hypothetical protein			EII11_00465	2556	851	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	108663	109181	-							EII11_00470	519		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	108663	109181	-	RRC96535.1			MerR family transcriptional regulator			EII11_00470	519	172	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	109345	110121	-							EII11_00475	777		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	109345	110121	-	RRC96187.1			MerR family transcriptional regulator			EII11_00475	777	258	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	110118	110549	-							EII11_00480	432		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	110118	110549	-	RRC96188.1			FHA domain-containing protein			EII11_00480	432	143	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	110645	111448	-							EII11_00485	804		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	110645	111448	-	RRC96189.1			DUF881 domain-containing protein			EII11_00485	804	267	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	111450	111782	-							EII11_00490	333		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	111450	111782	-	RRC96190.1			DUF1290 domain-containing protein			EII11_00490	333	110	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	111782	112630	-							EII11_00495	849		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	111782	112630	-	RRC96191.1			DUF881 domain-containing protein			EII11_00495	849	282	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	112627	115254	-					pepN		EII11_00500	2628		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	112627	115254	-	RRC96192.1			aminopeptidase N	pepN		EII11_00500	2628	875	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	115429	117006	+							EII11_00505	1578		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	115429	117006	+	RRC96193.1			UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase			EII11_00505	1578	525	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	117219	118643	+							EII11_00510	1425		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	117219	118643	+	RRC96536.1			ribosome biogenesis GTPase Der			EII11_00510	1425	474	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	119152	119478	+							EII11_00515	327		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	119152	119478	+	RRC96194.1			transcriptional regulator			EII11_00515	327	108	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	119495	120352	-							EII11_00520	858		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	119495	120352	-	RRC96537.1			class I SAM-dependent methyltransferase			EII11_00520	858	285	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	120548	121129	-							EII11_00525	582		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	120548	121129	-	RRC96195.1			NAD(P)H-dependent oxidoreductase			EII11_00525	582	193	
gene	tRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	121428	121501	-							EII11_00530	74		
tRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	121428	121501	-				tRNA-Pro			EII11_00530	74		anticodon=GGG
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	121666	122397	-					cmk		EII11_00535	732		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	121666	122397	-	RRC96196.1			(d)CMP kinase	cmk		EII11_00535	732	243	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	122461	123627	-							EII11_00540	1167		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	122461	123627	-	RRC96538.1			prephenate dehydrogenase			EII11_00540	1167	388	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	123696	124445	-							EII11_00545	750		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	123696	124445	-	RRC96197.1			rRNA pseudouridine synthase			EII11_00545	750	249	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	124442	125071	-					scpB		EII11_00550	630		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	124442	125071	-	RRC96539.1			SMC-Scp complex subunit ScpB	scpB		EII11_00550	630	209	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	125080	125883	-							EII11_00555	804		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	125080	125883	-	RRC96540.1			segregation/condensation protein A			EII11_00555	804	267	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	125897	126760	-							EII11_00560	864		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	125897	126760	-	RRC96198.1			ParA family protein			EII11_00560	864	287	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	126757	127725	-					xerD		EII11_00565	969		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	126757	127725	-	RRC96541.1			site-specific tyrosine recombinase XerD	xerD		EII11_00565	969	322	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	127817	129949	+							EII11_00570	2133		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	127817	129949	+	RRC96542.1			transketolase			EII11_00570	2133	710	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	130041	131567	+							EII11_00575	1527		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	130041	131567	+	RRC96199.1			glucose-6-phosphate dehydrogenase			EII11_00575	1527	508	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	131564	132541	+							EII11_00580	978		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	131564	132541	+	RRC96200.1			oxppcycle protein OpcA			EII11_00580	978	325	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	132403	133266	+					pgl		EII11_00585	864		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	132403	133266	+	RRC96201.1			6-phosphogluconolactonase	pgl		EII11_00585	864	287	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	133430	133675	-					secG		EII11_00590	246		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	133430	133675	-	RRC96202.1			preprotein translocase subunit SecG	secG		EII11_00590	246	81	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	133844	134623	-							EII11_00595	780		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	133844	134623	-	RRC96203.1			triose-phosphate isomerase			EII11_00595	780	259	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	134627	135817	-							EII11_00600	1191		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	134627	135817	-	RRC96204.1			phosphoglycerate kinase			EII11_00600	1191	396	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	135946	136950	-					gap		EII11_00605	1005		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	135946	136950	-	RRC96205.1			type I glyceraldehyde-3-phosphate dehydrogenase	gap		EII11_00605	1005	334	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	137169	138152	-					whiA		EII11_00610	984		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	137169	138152	-	RRC96206.1			DNA-binding protein WhiA	whiA		EII11_00610	984	327	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	138179	139183	-					yvcK		EII11_00615	1005		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	138179	139183	-	RRC96207.1			uridine diphosphate-N-acetylglucosamine-binding protein YvcK	yvcK		EII11_00615	1005	334	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	139185	140132	-					rapZ		EII11_00620	948		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	139185	140132	-	RRC96208.1			RNase adapter RapZ	rapZ		EII11_00620	948	315	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	140192	142252	-					uvrC		EII11_00625	2061		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	140192	142252	-	RRC96209.1			excinuclease ABC subunit UvrC	uvrC		EII11_00625	2061	686	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	142415	143839	+					glnA		EII11_00630	1425		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	142415	143839	+	RRC96210.1			type I glutamate--ammonia ligase	glnA		EII11_00630	1425	474	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	143940	145784	+							EII11_00635	1845		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	143940	145784	+	RRC96211.1			long-chain fatty acid--CoA ligase			EII11_00635	1845	614	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	145861	148722	-					uvrA		EII11_00640	2862		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	145861	148722	-	RRC96212.1			excinuclease ABC subunit UvrA	uvrA		EII11_00640	2862	953	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	148742	149599	-							EII11_00645	858		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	148742	149599	-	RRC96213.1			alpha/beta fold hydrolase			EII11_00645	858	285	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	149687	152113	-							EII11_00650	2427		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	149687	152113	-	RRC96214.1			cation-translocating P-type ATPase			EII11_00650	2427	808	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	152198	153208	-							EII11_00655	1011		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	152198	153208	-	RRC96543.1			TerC family protein			EII11_00655	1011	336	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	153595	154506	+							EII11_00660	912		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	153595	154506	+	RRC96215.1			hypothetical protein			EII11_00660	912	303	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	154454	155206	-							EII11_00665	753		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	154454	155206	-	RRC96216.1			phosphatidylcholine synthase			EII11_00665	753	250	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	155441	157534	+					uvrB		EII11_00670	2094		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	155441	157534	+	RRC96217.1			excinuclease ABC subunit UvrB	uvrB		EII11_00670	2094	697	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	157755	159458	+							EII11_00675	1704		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	157755	159458	+	RRC96218.1			alpha-glucosidase			EII11_00675	1704	567	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	159517	160191	-							EII11_00680	675		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	159517	160191	-	RRC96219.1			dephospho-CoA kinase			EII11_00680	675	224	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	160201	160905	-							EII11_00685	705		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	160201	160905	-	RRC96220.1			copper homeostasis protein CutC			EII11_00685	705	234	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	160902	161810	-							EII11_00690	909		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	160902	161810	-	RRC96221.1			ROK family protein			EII11_00690	909	302	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	161807	163264	-							EII11_00695	1458		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	161807	163264	-	RRC96222.1			M81 family peptidase			EII11_00695	1458	485	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	163357	164259	-							EII11_00700	903		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	163357	164259	-	RRC96223.1			carbohydrate ABC transporter permease			EII11_00700	903	300	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	164249	165163	-							EII11_00705	915		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	164249	165163	-	RRC96224.1			sugar ABC transporter permease			EII11_00705	915	304	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	165188	166435	-							EII11_00710	1248		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	165188	166435	-	RRC96544.1			sugar ABC transporter substrate-binding protein			EII11_00710	1248	415	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	166921	168096	+							EII11_00715	1176		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	166921	168096	+	RRC96225.1			ROK family protein			EII11_00715	1176	391	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	168083	168496	-							EII11_00720	414		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	168083	168496	-	RRC96545.1			rhodanese-like domain-containing protein			EII11_00720	414	137	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	168721	170181	-							EII11_00725	1461		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	168721	170181	-	RRC96226.1			30S ribosomal protein S1			EII11_00725	1461	486	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	170324	173071	-					polA		EII11_00730	2748		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	170324	173071	-	RRC96227.1			DNA polymerase I	polA		EII11_00730	2748	915	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	173091	173537	+							EII11_00735	447		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	173091	173537	+	RRC96228.1			PaaI family thioesterase			EII11_00735	447	148	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	173566	174723	-							EII11_00740	1158		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	173566	174723	-	RRC96546.1			DUF1524 domain-containing protein			EII11_00740	1158	385	
gene	tRNA	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	175215	175288	-							EII11_00745	74		
tRNA		GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	175215	175288	-				tRNA-Leu			EII11_00745	74		anticodon=CAA
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	175354	175944	+							EII11_00750	591		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	175354	175944	+	RRC96229.1			response regulator			EII11_00750	591	196	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	176076	176282	-							EII11_00755	207		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	176076	176282	-	RRC96230.1			hypothetical protein			EII11_00755	207	68	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	176688	178133	-					pyk		EII11_00760	1446		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	176688	178133	-	RRC96231.1			pyruvate kinase	pyk		EII11_00760	1446	481	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	178216	179196	-							EII11_00765	981		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	178216	179196	-	RRC96547.1			prolipoprotein diacylglyceryl transferase			EII11_00765	981	326	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	179316	180164	-					trpC		EII11_00770	849		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	179316	180164	-	RRC96232.1			indole-3-glycerol phosphate synthase TrpC	trpC		EII11_00770	849	282	
